Point,Corner,Vin,mc_iteration,temperature,Pass/Fail,/Inv_Out,DELAY
248,MC150,273.3e-3,8,150,,,4.674e-9
249,MC40,273.3e-3,9,-40,,,4.297e-9
249,MC150,273.3e-3,9,150,,,4.406e-9
250,MC40,273.3e-3,10,-40,,,4.39e-9
250,MC150,273.3e-3,10,150,,,4.48e-9
251,MC40,273.3e-3,11,-40,,,4.142e-9
251,MC150,273.3e-3,11,150,,,4.286e-9
252,MC40,273.3e-3,12,-40,,,4.377e-9
252,MC150,273.3e-3,12,150,,,4.534e-9
253,MC40,273.3e-3,13,-40,,,4.645e-9
253,MC150,273.3e-3,13,150,,,4.696e-9
254,MC40,273.3e-3,14,-40,,,4.469e-9
254,MC150,273.3e-3,14,150,,,4.607e-9
255,MC40,273.3e-3,15,-40,,,4.255e-9
255,MC150,273.3e-3,15,150,,,4.345e-9
256,MC40,273.3e-3,16,-40,,,4.615e-9
256,MC150,273.3e-3,16,150,,,4.702e-9
257,MC40,273.3e-3,17,-40,,,4.346e-9
257,MC150,273.3e-3,17,150,,,4.461e-9
258,MC40,273.3e-3,18,-40,,,4.25e-9
258,MC150,273.3e-3,18,150,,,4.428e-9
259,MC40,273.3e-3,19,-40,,,4.456e-9
259,MC150,273.3e-3,19,150,,,4.567e-9
260,MC40,273.3e-3,20,-40,,,4.27e-9
260,MC150,273.3e-3,20,150,,,4.409e-9
261,MC40,273.3e-3,21,-40,,,4.508e-9
261,MC150,273.3e-3,21,150,,,4.629e-9
262,MC40,273.3e-3,22,-40,,,4.032e-9
262,MC150,273.3e-3,22,150,,,4.146e-9
263,MC40,273.3e-3,23,-40,,,4.402e-9
263,MC150,273.3e-3,23,150,,,4.525e-9
264,MC40,273.3e-3,24,-40,,,4.318e-9
264,MC150,273.3e-3,24,150,,,4.361e-9
265,MC40,273.3e-3,25,-40,,,4.532e-9
265,MC150,273.3e-3,25,150,,,4.652e-9
266,MC40,273.3e-3,26,-40,,,4.203e-9
266,MC150,273.3e-3,26,150,,,4.32e-9
267,MC40,273.3e-3,27,-40,,,4.404e-9
267,MC150,273.3e-3,27,150,,,4.535e-9
268,MC40,273.3e-3,28,-40,,,4.659e-9
268,MC150,273.3e-3,28,150,,,4.75e-9
269,MC40,273.3e-3,29,-40,,,4.356e-9
269,MC150,273.3e-3,29,150,,,4.473e-9
270,MC40,273.3e-3,30,-40,,,4.286e-9
270,MC150,273.3e-3,30,150,,,4.459e-9
271,MC40,273.3e-3,31,-40,,,4.476e-9
271,MC150,273.3e-3,31,150,,,4.588e-9
272,MC40,273.3e-3,32,-40,,,4.245e-9
272,MC150,273.3e-3,32,150,,,4.378e-9
273,MC40,273.3e-3,33,-40,,,4.437e-9
273,MC150,273.3e-3,33,150,,,4.5e-9
274,MC40,273.3e-3,34,-40,,,4.612e-9
274,MC150,273.3e-3,34,150,,,4.692e-9
275,MC40,273.3e-3,35,-40,,,4.368e-9
275,MC150,273.3e-3,35,150,,,4.523e-9
276,MC40,273.3e-3,36,-40,,,4.112e-9
276,MC150,273.3e-3,36,150,,,4.196e-9
277,MC40,273.3e-3,37,-40,,,4.403e-9
277,MC150,273.3e-3,37,150,,,4.564e-9
278,MC40,273.3e-3,38,-40,,,4.302e-9
278,MC150,273.3e-3,38,150,,,4.438e-9
279,MC40,273.3e-3,39,-40,,,4.55e-9
279,MC150,273.3e-3,39,150,,,4.668e-9
280,MC40,273.3e-3,40,-40,,,4.194e-9
280,MC150,273.3e-3,40,150,,,4.302e-9
281,MC40,273.3e-3,41,-40,,,4.451e-9
281,MC150,273.3e-3,41,150,,,4.551e-9
282,MC40,273.3e-3,42,-40,,,4.334e-9
282,MC150,273.3e-3,42,150,,,4.473e-9
283,MC40,273.3e-3,43,-40,,,4.619e-9
283,MC150,273.3e-3,43,150,,,4.729e-9
284,MC40,273.3e-3,44,-40,,,4.275e-9
284,MC150,273.3e-3,44,150,,,4.419e-9
285,MC40,273.3e-3,45,-40,,,4.468e-9
285,MC150,273.3e-3,45,150,,,4.548e-9
286,MC40,273.3e-3,46,-40,,,4.671e-9
286,MC150,273.3e-3,46,150,,,4.755e-9
287,MC40,273.3e-3,47,-40,,,4.411e-9
287,MC150,273.3e-3,47,150,,,4.565e-9
288,MC40,273.3e-3,48,-40,,,4.447e-9
288,MC150,273.3e-3,48,150,,,4.532e-9
289,MC40,273.3e-3,49,-40,,,4.24e-9
289,MC150,273.3e-3,49,150,,,4.38e-9
290,MC40,273.3e-3,50,-40,,,4.344e-9
290,MC150,273.3e-3,50,150,,,4.472e-9
291,MC40,273.3e-3,51,-40,,,4.518e-9
291,MC150,273.3e-3,51,150,,,4.626e-9
292,MC40,273.3e-3,52,-40,,,4.405e-9
292,MC150,273.3e-3,52,150,,,4.507e-9
293,MC40,273.3e-3,53,-40,,,4.89e-9
293,MC150,273.3e-3,53,150,,,4.933e-9
294,MC40,273.3e-3,54,-40,,,4.467e-9
294,MC150,273.3e-3,54,150,,,4.597e-9
295,MC40,273.3e-3,55,-40,,,4.315e-9
295,MC150,273.3e-3,55,150,,,4.44e-9
296,MC40,273.3e-3,56,-40,,,4.426e-9
296,MC150,273.3e-3,56,150,,,4.521e-9
297,MC40,273.3e-3,57,-40,,,4.169e-9
297,MC150,273.3e-3,57,150,,,4.325e-9
298,MC40,273.3e-3,58,-40,,,4.5e-9
298,MC150,273.3e-3,58,150,,,4.616e-9
299,MC40,273.3e-3,59,-40,,,4.329e-9
299,MC150,273.3e-3,59,150,,,4.456e-9
300,MC40,273.3e-3,60,-40,,,4.463e-9
300,MC150,273.3e-3,60,150,,,4.533e-9
301,MC40,316.7e-3,1,-40,,,5.464e-9
301,MC150,316.7e-3,1,150,,,5.547e-9
302,MC40,316.7e-3,2,-40,,,5.338e-9
302,MC150,316.7e-3,2,150,,,5.481e-9
303,MC40,316.7e-3,3,-40,,,5.092e-9
303,MC150,316.7e-3,3,150,,,5.198e-9
304,MC40,316.7e-3,4,-40,,,5.398e-9
304,MC150,316.7e-3,4,150,,,5.536e-9
305,MC40,316.7e-3,5,-40,,,5.174e-9
305,MC150,316.7e-3,5,150,,,5.283e-9
306,MC40,316.7e-3,6,-40,,,5.319e-9
306,MC150,316.7e-3,6,150,,,5.471e-9
307,MC40,316.7e-3,7,-40,,,5.594e-9
307,MC150,316.7e-3,7,150,,,5.708e-9
308,MC40,316.7e-3,8,-40,,,5.434e-9
308,MC150,316.7e-3,8,150,,,5.57e-9
309,MC40,316.7e-3,9,-40,,,5.186e-9
309,MC150,316.7e-3,9,150,,,5.308e-9
310,MC40,316.7e-3,10,-40,,,5.281e-9
310,MC150,316.7e-3,10,150,,,5.384e-9
311,MC40,316.7e-3,11,-40,,,5.031e-9
311,MC150,316.7e-3,11,150,,,5.186e-9
312,MC40,316.7e-3,12,-40,,,5.262e-9
312,MC150,316.7e-3,12,150,,,5.425e-9
313,MC40,316.7e-3,13,-40,,,5.531e-9
313,MC150,316.7e-3,13,150,,,5.592e-9
314,MC40,316.7e-3,14,-40,,,5.357e-9
314,MC150,316.7e-3,14,150,,,5.502e-9
315,MC40,316.7e-3,15,-40,,,5.145e-9
315,MC150,316.7e-3,15,150,,,5.248e-9
316,MC40,316.7e-3,16,-40,,,5.501e-9
316,MC150,316.7e-3,16,150,,,5.596e-9
317,MC40,316.7e-3,17,-40,,,5.236e-9
317,MC150,316.7e-3,17,150,,,5.361e-9
318,MC40,316.7e-3,18,-40,,,5.135e-9
318,MC150,316.7e-3,18,150,,,5.317e-9
319,MC40,316.7e-3,19,-40,,,5.344e-9
319,MC150,316.7e-3,19,150,,,5.463e-9
320,MC40,316.7e-3,20,-40,,,5.164e-9
320,MC150,316.7e-3,20,150,,,5.313e-9
321,MC40,316.7e-3,21,-40,,,5.395e-9
321,MC150,316.7e-3,21,150,,,5.525e-9
322,MC40,316.7e-3,22,-40,,,4.918e-9
322,MC150,316.7e-3,22,150,,,5.043e-9
323,MC40,316.7e-3,23,-40,,,5.291e-9
323,MC150,316.7e-3,23,150,,,5.423e-9
324,MC40,316.7e-3,24,-40,,,5.211e-9
324,MC150,316.7e-3,24,150,,,5.272e-9
325,MC40,316.7e-3,25,-40,,,5.419e-9
325,MC150,316.7e-3,25,150,,,5.552e-9
326,MC40,316.7e-3,26,-40,,,5.089e-9
326,MC150,316.7e-3,26,150,,,5.214e-9
327,MC40,316.7e-3,27,-40,,,5.294e-9
327,MC150,316.7e-3,27,150,,,5.434e-9
328,MC40,316.7e-3,28,-40,,,5.546e-9
328,MC150,316.7e-3,28,150,,,5.648e-9
329,MC40,316.7e-3,29,-40,,,5.247e-9
329,MC150,316.7e-3,29,150,,,5.374e-9
330,MC40,316.7e-3,30,-40,,,5.173e-9
330,MC150,316.7e-3,30,150,,,5.348e-9
331,MC40,316.7e-3,31,-40,,,5.364e-9
331,MC150,316.7e-3,31,150,,,5.485e-9
332,MC40,316.7e-3,32,-40,,,5.133e-9
332,MC150,316.7e-3,32,150,,,5.277e-9
333,MC40,316.7e-3,33,-40,,,5.328e-9
333,MC150,316.7e-3,33,150,,,5.406e-9
334,MC40,316.7e-3,34,-40,,,5.5e-9
334,MC150,316.7e-3,34,150,,,5.593e-9
335,MC40,316.7e-3,35,-40,,,5.255e-9
335,MC150,316.7e-3,35,150,,,5.416e-9
336,MC40,316.7e-3,36,-40,,,5.003e-9
336,MC150,316.7e-3,36,150,,,5.103e-9
337,MC40,316.7e-3,37,-40,,,5.292e-9
337,MC150,316.7e-3,37,150,,,5.459e-9
338,MC40,316.7e-3,38,-40,,,5.191e-9
338,MC150,316.7e-3,38,150,,,5.335e-9
339,MC40,316.7e-3,39,-40,,,5.435e-9
339,MC150,316.7e-3,39,150,,,5.559e-9
340,MC40,316.7e-3,40,-40,,,5.084e-9
340,MC150,316.7e-3,40,150,,,5.206e-9
341,MC40,316.7e-3,41,-40,,,5.336e-9
341,MC150,316.7e-3,41,150,,,5.444e-9
342,MC40,316.7e-3,42,-40,,,5.223e-9
342,MC150,316.7e-3,42,150,,,5.369e-9
343,MC40,316.7e-3,43,-40,,,5.504e-9
343,MC150,316.7e-3,43,150,,,5.62e-9
344,MC40,316.7e-3,44,-40,,,5.163e-9
344,MC150,316.7e-3,44,150,,,5.315e-9
345,MC40,316.7e-3,45,-40,,,5.358e-9
345,MC150,316.7e-3,45,150,,,5.451e-9
346,MC40,316.7e-3,46,-40,,,5.56e-9
346,MC150,316.7e-3,46,150,,,5.656e-9
347,MC40,316.7e-3,47,-40,,,5.297e-9
347,MC150,316.7e-3,47,150,,,5.456e-9
348,MC40,316.7e-3,48,-40,,,5.335e-9
348,MC150,316.7e-3,48,150,,,5.431e-9
349,MC40,316.7e-3,49,-40,,,5.126e-9
349,MC150,316.7e-3,49,150,,,5.274e-9
350,MC40,316.7e-3,50,-40,,,5.231e-9
350,MC150,316.7e-3,50,150,,,5.368e-9
351,MC40,316.7e-3,51,-40,,,5.411e-9
351,MC150,316.7e-3,51,150,,,5.533e-9
352,MC40,316.7e-3,52,-40,,,5.292e-9
352,MC150,316.7e-3,52,150,,,5.404e-9
353,MC40,316.7e-3,53,-40,,,5.779e-9
353,MC150,316.7e-3,53,150,,,5.828e-9
354,MC40,316.7e-3,54,-40,,,5.358e-9
354,MC150,316.7e-3,54,150,,,5.497e-9
355,MC40,316.7e-3,55,-40,,,5.201e-9
355,MC150,316.7e-3,55,150,,,5.334e-9
356,MC40,316.7e-3,56,-40,,,5.314e-9
356,MC150,316.7e-3,56,150,,,5.418e-9
357,MC40,316.7e-3,57,-40,,,5.055e-9
357,MC150,316.7e-3,57,150,,,5.219e-9
358,MC40,316.7e-3,58,-40,,,5.391e-9
358,MC150,316.7e-3,58,150,,,5.52e-9
359,MC40,316.7e-3,59,-40,,,5.216e-9
359,MC150,316.7e-3,59,150,,,5.351e-9
360,MC40,316.7e-3,60,-40,,,5.351e-9
360,MC150,316.7e-3,60,150,,,5.432e-9
361,MC40,360e-3,1,-40,,,6.349e-9
361,MC150,360e-3,1,150,,,6.443e-9
362,MC40,360e-3,2,-40,,,6.222e-9
362,MC150,360e-3,2,150,,,6.374e-9
363,MC40,360e-3,3,-40,,,5.98e-9
363,MC150,360e-3,3,150,,,6.097e-9
364,MC40,360e-3,4,-40,,,6.283e-9
364,MC150,360e-3,4,150,,,6.427e-9
365,MC40,360e-3,5,-40,,,6.059e-9
365,MC150,360e-3,5,150,,,6.179e-9
366,MC40,360e-3,6,-40,,,6.199e-9
366,MC150,360e-3,6,150,,,6.358e-9
367,MC40,360e-3,7,-40,,,6.486e-9
367,MC150,360e-3,7,150,,,6.602e-9
368,MC40,360e-3,8,-40,,,6.318e-9
368,MC150,360e-3,8,150,,,6.459e-9
369,MC40,360e-3,9,-40,,,6.071e-9
369,MC150,360e-3,9,150,,,6.205e-9
370,MC40,360e-3,10,-40,,,6.169e-9
370,MC150,360e-3,10,150,,,6.287e-9
371,MC40,360e-3,11,-40,,,5.916e-9
371,MC150,360e-3,11,150,,,6.078e-9
372,MC40,360e-3,12,-40,,,6.144e-9
372,MC150,360e-3,12,150,,,6.315e-9
373,MC40,360e-3,13,-40,,,6.414e-9
373,MC150,360e-3,13,150,,,6.487e-9
374,MC40,360e-3,14,-40,,,6.24e-9
374,MC150,360e-3,14,150,,,6.395e-9
375,MC40,360e-3,15,-40,,,6.031e-9
375,MC150,360e-3,15,150,,,6.145e-9
376,MC40,360e-3,16,-40,,,6.383e-9
376,MC150,360e-3,16,150,,,6.488e-9
377,MC40,360e-3,17,-40,,,6.122e-9
377,MC150,360e-3,17,150,,,6.26e-9
378,MC40,360e-3,18,-40,,,6.017e-9
378,MC150,360e-3,18,150,,,6.207e-9
379,MC40,360e-3,19,-40,,,6.228e-9
379,MC150,360e-3,19,150,,,6.359e-9
380,MC40,360e-3,20,-40,,,6.056e-9
380,MC150,360e-3,20,150,,,6.215e-9
381,MC40,360e-3,21,-40,,,6.279e-9
381,MC150,360e-3,21,150,,,6.418e-9
382,MC40,360e-3,22,-40,,,5.8e-9
382,MC150,360e-3,22,150,,,5.932e-9
383,MC40,360e-3,23,-40,,,6.176e-9
383,MC150,360e-3,23,150,,,6.319e-9
384,MC40,360e-3,24,-40,,,6.099e-9
384,MC150,360e-3,24,150,,,6.177e-9
385,MC40,360e-3,25,-40,,,6.305e-9
385,MC150,360e-3,25,150,,,6.444e-9
386,MC40,360e-3,26,-40,,,5.971e-9
386,MC150,360e-3,26,150,,,6.103e-9
387,MC40,360e-3,27,-40,,,6.181e-9
387,MC150,360e-3,27,150,,,6.332e-9
388,MC40,360e-3,28,-40,,,6.43e-9
388,MC150,360e-3,28,150,,,6.538e-9
389,MC40,360e-3,29,-40,,,6.134e-9
389,MC150,360e-3,29,150,,,6.275e-9
390,MC40,360e-3,30,-40,,,6.055e-9
390,MC150,360e-3,30,150,,,6.241e-9
391,MC40,360e-3,31,-40,,,6.249e-9
391,MC150,360e-3,31,150,,,6.381e-9
392,MC40,360e-3,32,-40,,,6.018e-9
392,MC150,360e-3,32,150,,,6.169e-9
393,MC40,360e-3,33,-40,,,6.215e-9
393,MC150,360e-3,33,150,,,6.309e-9
394,MC40,360e-3,34,-40,,,6.387e-9
394,MC150,360e-3,34,150,,,6.485e-9
395,MC40,360e-3,35,-40,,,6.139e-9
395,MC150,360e-3,35,150,,,6.308e-9
396,MC40,360e-3,36,-40,,,5.89e-9
396,MC150,360e-3,36,150,,,6.001e-9
397,MC40,360e-3,37,-40,,,6.177e-9
397,MC150,360e-3,37,150,,,6.353e-9
398,MC40,360e-3,38,-40,,,6.076e-9
398,MC150,360e-3,38,150,,,6.232e-9
399,MC40,360e-3,39,-40,,,6.317e-9
399,MC150,360e-3,39,150,,,6.449e-9
400,MC40,360e-3,40,-40,,,5.971e-9
400,MC150,360e-3,40,150,,,6.102e-9
401,MC40,360e-3,41,-40,,,6.218e-9
401,MC150,360e-3,41,150,,,6.336e-9
402,MC40,360e-3,42,-40,,,6.108e-9
402,MC150,360e-3,42,150,,,6.265e-9
403,MC40,360e-3,43,-40,,,6.385e-9
403,MC150,360e-3,43,150,,,6.506e-9
404,MC40,360e-3,44,-40,,,6.047e-9
404,MC150,360e-3,44,150,,,6.21e-9
405,MC40,360e-3,45,-40,,,6.245e-9
405,MC150,360e-3,45,150,,,6.35e-9
406,MC40,360e-3,46,-40,,,6.453e-9
406,MC150,360e-3,46,150,,,6.549e-9
407,MC40,360e-3,47,-40,,,6.181e-9
407,MC150,360e-3,47,150,,,6.347e-9
408,MC40,360e-3,48,-40,,,6.219e-9
408,MC150,360e-3,48,150,,,6.326e-9
409,MC40,360e-3,49,-40,,,6.009e-9
409,MC150,360e-3,49,150,,,6.163e-9
410,MC40,360e-3,50,-40,,,6.115e-9
410,MC150,360e-3,50,150,,,6.263e-9
411,MC40,360e-3,51,-40,,,6.301e-9
411,MC150,360e-3,51,150,,,6.431e-9
412,MC40,360e-3,52,-40,,,6.177e-9
412,MC150,360e-3,52,150,,,6.299e-9
413,MC40,360e-3,53,-40,,,6.664e-9
413,MC150,360e-3,53,150,,,6.716e-9
414,MC40,360e-3,54,-40,,,6.246e-9
414,MC150,360e-3,54,150,,,6.396e-9
415,MC40,360e-3,55,-40,,,6.084e-9
415,MC150,360e-3,55,150,,,6.226e-9
416,MC40,360e-3,56,-40,,,6.198e-9
416,MC150,360e-3,56,150,,,6.313e-9
417,MC40,360e-3,57,-40,,,5.937e-9
417,MC150,360e-3,57,150,,,6.107e-9
418,MC40,360e-3,58,-40,,,6.28e-9
418,MC150,360e-3,58,150,,,6.416e-9
419,MC40,360e-3,59,-40,,,6.1e-9
419,MC150,360e-3,59,150,,,6.245e-9
420,MC40,360e-3,60,-40,,,6.235e-9
420,MC150,360e-3,60,150,,,6.329e-9
421,MC40,403.3e-3,1,-40,,,7.235e-9
421,MC150,403.3e-3,1,150,,,7.333e-9
422,MC40,403.3e-3,2,-40,,,7.109e-9
422,MC150,403.3e-3,2,150,,,7.263e-9
423,MC40,403.3e-3,3,-40,,,6.867e-9
423,MC150,403.3e-3,3,150,,,6.994e-9
424,MC40,403.3e-3,4,-40,,,7.168e-9
424,MC150,403.3e-3,4,150,,,7.316e-9
425,MC40,403.3e-3,5,-40,,,6.945e-9
425,MC150,403.3e-3,5,150,,,7.073e-9
426,MC40,403.3e-3,6,-40,,,7.083e-9
426,MC150,403.3e-3,6,150,,,7.241e-9
427,MC40,403.3e-3,7,-40,,,7.373e-9
427,MC150,403.3e-3,7,150,,,7.498e-9
428,MC40,403.3e-3,8,-40,,,7.203e-9
428,MC150,403.3e-3,8,150,,,7.35e-9
429,MC40,403.3e-3,9,-40,,,6.958e-9
429,MC150,403.3e-3,9,150,,,7.098e-9
430,MC40,403.3e-3,10,-40,,,7.058e-9
430,MC150,403.3e-3,10,150,,,7.182e-9
431,MC40,403.3e-3,11,-40,,,6.802e-9
431,MC150,403.3e-3,11,150,,,6.97e-9
432,MC40,403.3e-3,12,-40,,,7.029e-9
432,MC150,403.3e-3,12,150,,,7.2e-9
433,MC40,403.3e-3,13,-40,,,7.3e-9
433,MC150,403.3e-3,13,150,,,7.376e-9
434,MC40,403.3e-3,14,-40,,,7.127e-9
434,MC150,403.3e-3,14,150,,,7.284e-9
435,MC40,403.3e-3,15,-40,,,6.918e-9
435,MC150,403.3e-3,15,150,,,7.04e-9
436,MC40,403.3e-3,16,-40,,,7.269e-9
436,MC150,403.3e-3,16,150,,,7.376e-9
437,MC40,403.3e-3,17,-40,,,7.009e-9
437,MC150,403.3e-3,17,150,,,7.151e-9
438,MC40,403.3e-3,18,-40,,,6.902e-9
438,MC150,403.3e-3,18,150,,,7.091e-9
439,MC40,403.3e-3,19,-40,,,7.114e-9
439,MC150,403.3e-3,19,150,,,7.248e-9
440,MC40,403.3e-3,20,-40,,,6.943e-9
440,MC150,403.3e-3,20,150,,,7.109e-9
441,MC40,403.3e-3,21,-40,,,7.166e-9
441,MC150,403.3e-3,21,150,,,7.308e-9
442,MC40,403.3e-3,22,-40,,,6.684e-9
442,MC150,403.3e-3,22,150,,,6.82e-9
443,MC40,403.3e-3,23,-40,,,7.064e-9
443,MC150,403.3e-3,23,150,,,7.209e-9
444,MC40,403.3e-3,24,-40,,,6.987e-9
444,MC150,403.3e-3,24,150,,,7.077e-9
445,MC40,403.3e-3,25,-40,,,7.192e-9
445,MC150,403.3e-3,25,150,,,7.338e-9
446,MC40,403.3e-3,26,-40,,,6.855e-9
446,MC150,403.3e-3,26,150,,,6.991e-9
447,MC40,403.3e-3,27,-40,,,7.069e-9
447,MC150,403.3e-3,27,150,,,7.224e-9
448,MC40,403.3e-3,28,-40,,,7.317e-9
448,MC150,403.3e-3,28,150,,,7.431e-9
449,MC40,403.3e-3,29,-40,,,7.022e-9
449,MC150,403.3e-3,29,150,,,7.167e-9
450,MC40,403.3e-3,30,-40,,,6.94e-9
450,MC150,403.3e-3,30,150,,,7.125e-9
451,MC40,403.3e-3,31,-40,,,7.136e-9
451,MC150,403.3e-3,31,150,,,7.271e-9
452,MC40,403.3e-3,32,-40,,,6.904e-9
452,MC150,403.3e-3,32,150,,,7.06e-9
453,MC40,403.3e-3,33,-40,,,7.104e-9
453,MC150,403.3e-3,33,150,,,7.205e-9
454,MC40,403.3e-3,34,-40,,,7.274e-9
454,MC150,403.3e-3,34,150,,,7.38e-9
455,MC40,403.3e-3,35,-40,,,7.025e-9
455,MC150,403.3e-3,35,150,,,7.196e-9
456,MC40,403.3e-3,36,-40,,,6.777e-9
456,MC150,403.3e-3,36,150,,,6.896e-9
457,MC40,403.3e-3,37,-40,,,7.064e-9
457,MC150,403.3e-3,37,150,,,7.243e-9
458,MC40,403.3e-3,38,-40,,,6.963e-9
458,MC150,403.3e-3,38,150,,,7.121e-9
459,MC40,403.3e-3,39,-40,,,7.202e-9
459,MC150,403.3e-3,39,150,,,7.335e-9
460,MC40,403.3e-3,40,-40,,,6.858e-9
460,MC150,403.3e-3,40,150,,,6.997e-9
461,MC40,403.3e-3,41,-40,,,7.102e-9
461,MC150,403.3e-3,41,150,,,7.223e-9
462,MC40,403.3e-3,42,-40,,,6.994e-9
462,MC150,403.3e-3,42,150,,,7.154e-9
463,MC40,403.3e-3,43,-40,,,7.27e-9
463,MC150,403.3e-3,43,150,,,7.391e-9
464,MC40,403.3e-3,44,-40,,,6.933e-9
464,MC150,403.3e-3,44,150,,,7.098e-9
465,MC40,403.3e-3,45,-40,,,7.133e-9
465,MC150,403.3e-3,45,150,,,7.245e-9
466,MC40,403.3e-3,46,-40,,,7.337e-9
466,MC150,403.3e-3,46,150,,,7.445e-9
467,MC40,403.3e-3,47,-40,,,7.066e-9
467,MC150,403.3e-3,47,150,,,7.233e-9
468,MC40,403.3e-3,48,-40,,,7.105e-9
468,MC150,403.3e-3,48,150,,,7.217e-9
469,MC40,403.3e-3,49,-40,,,6.893e-9
469,MC150,403.3e-3,49,150,,,7.051e-9
470,MC40,403.3e-3,50,-40,,,7.001e-9
470,MC150,403.3e-3,50,150,,,7.151e-9
471,MC40,403.3e-3,51,-40,,,7.191e-9
471,MC150,403.3e-3,51,150,,,7.331e-9
472,MC40,403.3e-3,52,-40,,,7.062e-9
472,MC150,403.3e-3,52,150,,,7.188e-9
473,MC40,403.3e-3,53,-40,,,7.551e-9
473,MC150,403.3e-3,53,150,,,7.607e-9
474,MC40,403.3e-3,54,-40,,,7.136e-9
474,MC150,403.3e-3,54,150,,,7.289e-9
475,MC40,403.3e-3,55,-40,,,6.969e-9
475,MC150,403.3e-3,55,150,,,7.113e-9
476,MC40,403.3e-3,56,-40,,,7.084e-9
476,MC150,403.3e-3,56,150,,,7.203e-9
477,MC40,403.3e-3,57,-40,,,6.821e-9
477,MC150,403.3e-3,57,150,,,6.995e-9
478,MC40,403.3e-3,58,-40,,,7.169e-9
478,MC150,403.3e-3,58,150,,,7.314e-9
479,MC40,403.3e-3,59,-40,,,6.985e-9
479,MC150,403.3e-3,59,150,,,7.133e-9
480,MC40,403.3e-3,60,-40,,,7.121e-9
480,MC150,403.3e-3,60,150,,,7.221e-9
481,MC40,446.7e-3,1,-40,,,8.12e-9
481,MC150,446.7e-3,1,150,,,8.224e-9
482,MC40,446.7e-3,2,-40,,,7.994e-9
482,MC150,446.7e-3,2,150,,,8.152e-9
483,MC40,446.7e-3,3,-40,,,7.752e-9
483,MC150,446.7e-3,3,150,,,7.885e-9
484,MC40,446.7e-3,4,-40,,,8.053e-9
484,MC150,446.7e-3,4,150,,,8.204e-9
485,MC40,446.7e-3,5,-40,,,7.829e-9
485,MC150,446.7e-3,5,150,,,7.962e-9
486,MC40,446.7e-3,6,-40,,,7.963e-9
486,MC150,446.7e-3,6,150,,,8.126e-9
487,MC40,446.7e-3,7,-40,,,8.262e-9
487,MC150,446.7e-3,7,150,,,8.388e-9
488,MC40,446.7e-3,8,-40,,,8.088e-9
488,MC150,446.7e-3,8,150,,,8.235e-9
489,MC40,446.7e-3,9,-40,,,7.841e-9
489,MC150,446.7e-3,9,150,,,7.99e-9
490,MC40,446.7e-3,10,-40,,,7.945e-9
490,MC150,446.7e-3,10,150,,,8.078e-9
491,MC40,446.7e-3,11,-40,,,7.685e-9
491,MC150,446.7e-3,11,150,,,7.856e-9
