Point,Corner,Vin,mc_iteration,temperature,Pass/Fail,/Inv_Out,DELAY
492,MC40,446.7e-3,12,-40,,,7.911e-9
492,MC150,446.7e-3,12,150,,,8.087e-9
493,MC40,446.7e-3,13,-40,,,8.184e-9
493,MC150,446.7e-3,13,150,,,8.266e-9
494,MC40,446.7e-3,14,-40,,,8.013e-9
494,MC150,446.7e-3,14,150,,,8.173e-9
495,MC40,446.7e-3,15,-40,,,7.802e-9
495,MC150,446.7e-3,15,150,,,7.929e-9
496,MC40,446.7e-3,16,-40,,,8.154e-9
496,MC150,446.7e-3,16,150,,,8.264e-9
497,MC40,446.7e-3,17,-40,,,7.894e-9
497,MC150,446.7e-3,17,150,,,8.044e-9
498,MC40,446.7e-3,18,-40,,,7.782e-9
498,MC150,446.7e-3,18,150,,,7.977e-9
499,MC40,446.7e-3,19,-40,,,7.999e-9
499,MC150,446.7e-3,19,150,,,8.139e-9
500,MC40,446.7e-3,20,-40,,,7.833e-9
500,MC150,446.7e-3,20,150,,,8.005e-9
501,MC40,446.7e-3,21,-40,,,8.052e-9
501,MC150,446.7e-3,21,150,,,8.198e-9
502,MC40,446.7e-3,22,-40,,,7.565e-9
502,MC150,446.7e-3,22,150,,,7.703e-9
503,MC40,446.7e-3,23,-40,,,7.95e-9
503,MC150,446.7e-3,23,150,,,8.101e-9
504,MC40,446.7e-3,24,-40,,,7.872e-9
504,MC150,446.7e-3,24,150,,,7.971e-9
505,MC40,446.7e-3,25,-40,,,8.079e-9
505,MC150,446.7e-3,25,150,,,8.225e-9
506,MC40,446.7e-3,26,-40,,,7.736e-9
506,MC150,446.7e-3,26,150,,,7.875e-9
507,MC40,446.7e-3,27,-40,,,7.955e-9
507,MC150,446.7e-3,27,150,,,8.117e-9
508,MC40,446.7e-3,28,-40,,,8.204e-9
508,MC150,446.7e-3,28,150,,,8.318e-9
509,MC40,446.7e-3,29,-40,,,7.908e-9
509,MC150,446.7e-3,29,150,,,8.061e-9
510,MC40,446.7e-3,30,-40,,,7.823e-9
510,MC150,446.7e-3,30,150,,,8.012e-9
511,MC40,446.7e-3,31,-40,,,8.021e-9
511,MC150,446.7e-3,31,150,,,8.162e-9
512,MC40,446.7e-3,32,-40,,,7.786e-9
512,MC150,446.7e-3,32,150,,,7.947e-9
513,MC40,446.7e-3,33,-40,,,7.99e-9
513,MC150,446.7e-3,33,150,,,8.101e-9
514,MC40,446.7e-3,34,-40,,,8.16e-9
514,MC150,446.7e-3,34,150,,,8.269e-9
515,MC40,446.7e-3,35,-40,,,7.908e-9
515,MC150,446.7e-3,35,150,,,8.084e-9
516,MC40,446.7e-3,36,-40,,,7.661e-9
516,MC150,446.7e-3,36,150,,,7.785e-9
517,MC40,446.7e-3,37,-40,,,7.95e-9
517,MC150,446.7e-3,37,150,,,8.132e-9
518,MC40,446.7e-3,38,-40,,,7.847e-9
518,MC150,446.7e-3,38,150,,,8.012e-9
519,MC40,446.7e-3,39,-40,,,8.084e-9
519,MC150,446.7e-3,39,150,,,8.222e-9
520,MC40,446.7e-3,40,-40,,,7.742e-9
520,MC150,446.7e-3,40,150,,,7.886e-9
521,MC40,446.7e-3,41,-40,,,7.984e-9
521,MC150,446.7e-3,41,150,,,8.11e-9
522,MC40,446.7e-3,42,-40,,,7.879e-9
522,MC150,446.7e-3,42,150,,,8.045e-9
523,MC40,446.7e-3,43,-40,,,8.153e-9
523,MC150,446.7e-3,43,150,,,8.276e-9
524,MC40,446.7e-3,44,-40,,,7.816e-9
524,MC150,446.7e-3,44,150,,,7.988e-9
525,MC40,446.7e-3,45,-40,,,8.018e-9
525,MC150,446.7e-3,45,150,,,8.139e-9
526,MC40,446.7e-3,46,-40,,,8.224e-9
526,MC150,446.7e-3,46,150,,,8.334e-9
527,MC40,446.7e-3,47,-40,,,7.95e-9
527,MC150,446.7e-3,47,150,,,8.12e-9
528,MC40,446.7e-3,48,-40,,,7.988e-9
528,MC150,446.7e-3,48,150,,,8.108e-9
529,MC40,446.7e-3,49,-40,,,7.774e-9
529,MC150,446.7e-3,49,150,,,7.935e-9
530,MC40,446.7e-3,50,-40,,,7.884e-9
530,MC150,446.7e-3,50,150,,,8.041e-9
531,MC40,446.7e-3,51,-40,,,8.083e-9
531,MC150,446.7e-3,51,150,,,8.223e-9
532,MC40,446.7e-3,52,-40,,,7.945e-9
532,MC150,446.7e-3,52,150,,,8.078e-9
533,MC40,446.7e-3,53,-40,,,8.439e-9
533,MC150,446.7e-3,53,150,,,8.493e-9
534,MC40,446.7e-3,54,-40,,,8.023e-9
534,MC150,446.7e-3,54,150,,,8.183e-9
535,MC40,446.7e-3,55,-40,,,7.851e-9
535,MC150,446.7e-3,55,150,,,8e-9
536,MC40,446.7e-3,56,-40,,,7.967e-9
536,MC150,446.7e-3,56,150,,,8.094e-9
537,MC40,446.7e-3,57,-40,,,7.703e-9
537,MC150,446.7e-3,57,150,,,7.879e-9
538,MC40,446.7e-3,58,-40,,,8.057e-9
538,MC150,446.7e-3,58,150,,,8.205e-9
539,MC40,446.7e-3,59,-40,,,7.867e-9
539,MC150,446.7e-3,59,150,,,8.021e-9
540,MC40,446.7e-3,60,-40,,,8.003e-9
540,MC150,446.7e-3,60,150,,,8.112e-9
541,MC40,490e-3,1,-40,,,9.007e-9
541,MC150,490e-3,1,150,,,9.111e-9
542,MC40,490e-3,2,-40,,,8.881e-9
542,MC150,490e-3,2,150,,,9.038e-9
543,MC40,490e-3,3,-40,,,8.638e-9
543,MC150,490e-3,3,150,,,8.776e-9
544,MC40,490e-3,4,-40,,,8.942e-9
544,MC150,490e-3,4,150,,,9.089e-9
545,MC40,490e-3,5,-40,,,8.715e-9
545,MC150,490e-3,5,150,,,8.851e-9
546,MC40,490e-3,6,-40,,,8.848e-9
546,MC150,490e-3,6,150,,,9.007e-9
547,MC40,490e-3,7,-40,,,9.157e-9
547,MC150,490e-3,7,150,,,9.282e-9
548,MC40,490e-3,8,-40,,,8.977e-9
548,MC150,490e-3,8,150,,,9.121e-9
549,MC40,490e-3,9,-40,,,8.728e-9
549,MC150,490e-3,9,150,,,8.876e-9
550,MC40,490e-3,10,-40,,,8.834e-9
550,MC150,490e-3,10,150,,,8.967e-9
551,MC40,490e-3,11,-40,,,8.572e-9
551,MC150,490e-3,11,150,,,8.744e-9
552,MC40,490e-3,12,-40,,,8.797e-9
552,MC150,490e-3,12,150,,,8.97e-9
553,MC40,490e-3,13,-40,,,9.071e-9
553,MC150,490e-3,13,150,,,9.153e-9
554,MC40,490e-3,14,-40,,,8.9e-9
554,MC150,490e-3,14,150,,,9.059e-9
555,MC40,490e-3,15,-40,,,8.688e-9
555,MC150,490e-3,15,150,,,8.819e-9
556,MC40,490e-3,16,-40,,,9.042e-9
556,MC150,490e-3,16,150,,,9.15e-9
557,MC40,490e-3,17,-40,,,8.782e-9
557,MC150,490e-3,17,150,,,8.931e-9
558,MC40,490e-3,18,-40,,,8.668e-9
558,MC150,490e-3,18,150,,,8.859e-9
559,MC40,490e-3,19,-40,,,8.886e-9
559,MC150,490e-3,19,150,,,9.024e-9
560,MC40,490e-3,20,-40,,,8.72e-9
560,MC150,490e-3,20,150,,,8.894e-9
561,MC40,490e-3,21,-40,,,8.939e-9
561,MC150,490e-3,21,150,,,9.084e-9
562,MC40,490e-3,22,-40,,,8.447e-9
562,MC150,490e-3,22,150,,,8.586e-9
563,MC40,490e-3,23,-40,,,8.837e-9
563,MC150,490e-3,23,150,,,8.987e-9
564,MC40,490e-3,24,-40,,,8.76e-9
564,MC150,490e-3,24,150,,,8.864e-9
565,MC40,490e-3,25,-40,,,8.968e-9
565,MC150,490e-3,25,150,,,9.116e-9
566,MC40,490e-3,26,-40,,,8.619e-9
566,MC150,490e-3,26,150,,,8.759e-9
567,MC40,490e-3,27,-40,,,8.844e-9
567,MC150,490e-3,27,150,,,9.004e-9
568,MC40,490e-3,28,-40,,,9.092e-9
568,MC150,490e-3,28,150,,,9.208e-9
569,MC40,490e-3,29,-40,,,8.797e-9
569,MC150,490e-3,29,150,,,8.95e-9
570,MC40,490e-3,30,-40,,,8.709e-9
570,MC150,490e-3,30,150,,,8.895e-9
571,MC40,490e-3,31,-40,,,8.908e-9
571,MC150,490e-3,31,150,,,9.049e-9
572,MC40,490e-3,32,-40,,,8.673e-9
572,MC150,490e-3,32,150,,,8.834e-9
573,MC40,490e-3,33,-40,,,8.878e-9
573,MC150,490e-3,33,150,,,8.992e-9
574,MC40,490e-3,34,-40,,,9.05e-9
574,MC150,490e-3,34,150,,,9.16e-9
575,MC40,490e-3,35,-40,,,8.795e-9
575,MC150,490e-3,35,150,,,8.968e-9
576,MC40,490e-3,36,-40,,,8.547e-9
576,MC150,490e-3,36,150,,,8.675e-9
577,MC40,490e-3,37,-40,,,8.838e-9
577,MC150,490e-3,37,150,,,9.019e-9
578,MC40,490e-3,38,-40,,,8.734e-9
578,MC150,490e-3,38,150,,,8.898e-9
579,MC40,490e-3,39,-40,,,8.972e-9
579,MC150,490e-3,39,150,,,9.105e-9
580,MC40,490e-3,40,-40,,,8.628e-9
580,MC150,490e-3,40,150,,,8.775e-9
581,MC40,490e-3,41,-40,,,8.869e-9
581,MC150,490e-3,41,150,,,8.994e-9
582,MC40,490e-3,42,-40,,,8.766e-9
582,MC150,490e-3,42,150,,,8.93e-9
583,MC40,490e-3,43,-40,,,9.04e-9
583,MC150,490e-3,43,150,,,9.158e-9
584,MC40,490e-3,44,-40,,,8.702e-9
584,MC150,490e-3,44,150,,,8.872e-9
585,MC40,490e-3,45,-40,,,8.907e-9
585,MC150,490e-3,45,150,,,9.028e-9
586,MC40,490e-3,46,-40,,,9.115e-9
586,MC150,490e-3,46,150,,,9.227e-9
587,MC40,490e-3,47,-40,,,8.837e-9
587,MC150,490e-3,47,150,,,9.004e-9
588,MC40,490e-3,48,-40,,,8.874e-9
588,MC150,490e-3,48,150,,,8.994e-9
589,MC40,490e-3,49,-40,,,8.659e-9
589,MC150,490e-3,49,150,,,8.819e-9
590,MC40,490e-3,50,-40,,,8.77e-9
590,MC150,490e-3,50,150,,,8.926e-9
591,MC40,490e-3,51,-40,,,8.972e-9
591,MC150,490e-3,51,150,,,9.119e-9
592,MC40,490e-3,52,-40,,,8.832e-9
592,MC150,490e-3,52,150,,,8.963e-9
593,MC40,490e-3,53,-40,,,9.333e-9
593,MC150,490e-3,53,150,,,9.382e-9
594,MC40,490e-3,54,-40,,,8.914e-9
594,MC150,490e-3,54,150,,,9.073e-9
595,MC40,490e-3,55,-40,,,8.736e-9
595,MC150,490e-3,55,150,,,8.883e-9
596,MC40,490e-3,56,-40,,,8.854e-9
596,MC150,490e-3,56,150,,,8.98e-9
597,MC40,490e-3,57,-40,,,8.587e-9
597,MC150,490e-3,57,150,,,8.763e-9
598,MC40,490e-3,58,-40,,,8.948e-9
598,MC150,490e-3,58,150,,,9.099e-9
599,MC40,490e-3,59,-40,,,8.753e-9
599,MC150,490e-3,59,150,,,8.905e-9
600,MC40,490e-3,60,-40,,,8.889e-9
600,MC150,490e-3,60,150,,,8.999e-9
601,MC40,491e-3,1,-40,,,9.028e-9
601,MC150,491e-3,1,150,,,9.131e-9
602,MC40,491e-3,2,-40,,,8.902e-9
602,MC150,491e-3,2,150,,,9.059e-9
603,MC40,491e-3,3,-40,,,8.658e-9
603,MC150,491e-3,3,150,,,8.796e-9
604,MC40,491e-3,4,-40,,,8.961e-9
604,MC150,491e-3,4,150,,,9.11e-9
605,MC40,491e-3,5,-40,,,8.735e-9
605,MC150,491e-3,5,150,,,8.871e-9
606,MC40,491e-3,6,-40,,,8.868e-9
606,MC150,491e-3,6,150,,,9.027e-9
607,MC40,491e-3,7,-40,,,9.178e-9
607,MC150,491e-3,7,150,,,9.302e-9
608,MC40,491e-3,8,-40,,,8.996e-9
608,MC150,491e-3,8,150,,,9.144e-9
609,MC40,491e-3,9,-40,,,8.748e-9
609,MC150,491e-3,9,150,,,8.896e-9
610,MC40,491e-3,10,-40,,,8.854e-9
610,MC150,491e-3,10,150,,,8.988e-9
611,MC40,491e-3,11,-40,,,8.592e-9
611,MC150,491e-3,11,150,,,8.764e-9
612,MC40,491e-3,12,-40,,,8.817e-9
612,MC150,491e-3,12,150,,,8.99e-9
613,MC40,491e-3,13,-40,,,9.092e-9
613,MC150,491e-3,13,150,,,9.173e-9
614,MC40,491e-3,14,-40,,,8.921e-9
614,MC150,491e-3,14,150,,,9.08e-9
615,MC40,491e-3,15,-40,,,8.708e-9
615,MC150,491e-3,15,150,,,8.839e-9
616,MC40,491e-3,16,-40,,,9.061e-9
616,MC150,491e-3,16,150,,,9.173e-9
617,MC40,491e-3,17,-40,,,8.803e-9
617,MC150,491e-3,17,150,,,8.952e-9
618,MC40,491e-3,18,-40,,,8.688e-9
618,MC150,491e-3,18,150,,,8.879e-9
619,MC40,491e-3,19,-40,,,8.906e-9
619,MC150,491e-3,19,150,,,9.045e-9
620,MC40,491e-3,20,-40,,,8.741e-9
620,MC150,491e-3,20,150,,,8.915e-9
621,MC40,491e-3,21,-40,,,8.96e-9
621,MC150,491e-3,21,150,,,9.105e-9
622,MC40,491e-3,22,-40,,,8.468e-9
622,MC150,491e-3,22,150,,,8.606e-9
623,MC40,491e-3,23,-40,,,8.857e-9
623,MC150,491e-3,23,150,,,9.008e-9
624,MC40,491e-3,24,-40,,,8.78e-9
624,MC150,491e-3,24,150,,,8.884e-9
625,MC40,491e-3,25,-40,,,8.987e-9
625,MC150,491e-3,25,150,,,9.136e-9
626,MC40,491e-3,26,-40,,,8.64e-9
626,MC150,491e-3,26,150,,,8.779e-9
627,MC40,491e-3,27,-40,,,8.864e-9
627,MC150,491e-3,27,150,,,9.025e-9
628,MC40,491e-3,28,-40,,,9.113e-9
628,MC150,491e-3,28,150,,,9.228e-9
629,MC40,491e-3,29,-40,,,8.817e-9
629,MC150,491e-3,29,150,,,8.97e-9
630,MC40,491e-3,30,-40,,,8.73e-9
630,MC150,491e-3,30,150,,,8.915e-9
631,MC40,491e-3,31,-40,,,8.929e-9
631,MC150,491e-3,31,150,,,9.069e-9
632,MC40,491e-3,32,-40,,,8.693e-9
632,MC150,491e-3,32,150,,,8.854e-9
633,MC40,491e-3,33,-40,,,8.898e-9
633,MC150,491e-3,33,150,,,9.012e-9
634,MC40,491e-3,34,-40,,,9.071e-9
634,MC150,491e-3,34,150,,,9.18e-9
635,MC40,491e-3,35,-40,,,8.815e-9
635,MC150,491e-3,35,150,,,8.989e-9
636,MC40,491e-3,36,-40,,,8.567e-9
636,MC150,491e-3,36,150,,,8.695e-9
637,MC40,491e-3,37,-40,,,8.858e-9
637,MC150,491e-3,37,150,,,9.039e-9
638,MC40,491e-3,38,-40,,,8.754e-9
638,MC150,491e-3,38,150,,,8.918e-9
639,MC40,491e-3,39,-40,,,8.992e-9
639,MC150,491e-3,39,150,,,9.125e-9
640,MC40,491e-3,40,-40,,,8.648e-9
640,MC150,491e-3,40,150,,,8.795e-9
641,MC40,491e-3,41,-40,,,8.89e-9
641,MC150,491e-3,41,150,,,9.014e-9
642,MC40,491e-3,42,-40,,,8.786e-9
642,MC150,491e-3,42,150,,,8.95e-9
643,MC40,491e-3,43,-40,,,9.06e-9
643,MC150,491e-3,43,150,,,9.179e-9
644,MC40,491e-3,44,-40,,,8.723e-9
644,MC150,491e-3,44,150,,,8.892e-9
645,MC40,491e-3,45,-40,,,8.927e-9
645,MC150,491e-3,45,150,,,9.048e-9
646,MC40,491e-3,46,-40,,,9.136e-9
646,MC150,491e-3,46,150,,,9.247e-9
647,MC40,491e-3,47,-40,,,8.858e-9
647,MC150,491e-3,47,150,,,9.024e-9
648,MC40,491e-3,48,-40,,,8.894e-9
648,MC150,491e-3,48,150,,,9.015e-9
649,MC40,491e-3,49,-40,,,8.679e-9
649,MC150,491e-3,49,150,,,8.839e-9
650,MC40,491e-3,50,-40,,,8.79e-9
650,MC150,491e-3,50,150,,,8.946e-9
651,MC40,491e-3,51,-40,,,8.993e-9
651,MC150,491e-3,51,150,,,9.14e-9
652,MC40,491e-3,52,-40,,,8.851e-9
652,MC150,491e-3,52,150,,,8.983e-9
653,MC40,491e-3,53,-40,,,9.354e-9
653,MC150,491e-3,53,150,,,9.403e-9
654,MC40,491e-3,54,-40,,,8.935e-9
654,MC150,491e-3,54,150,,,9.093e-9
655,MC40,491e-3,55,-40,,,8.757e-9
655,MC150,491e-3,55,150,,,8.904e-9
656,MC40,491e-3,56,-40,,,8.873e-9
656,MC150,491e-3,56,150,,,9e-9
657,MC40,491e-3,57,-40,,,8.607e-9
657,MC150,491e-3,57,150,,,8.784e-9
658,MC40,491e-3,58,-40,,,8.969e-9
658,MC150,491e-3,58,150,,,9.119e-9
659,MC40,491e-3,59,-40,,,8.774e-9
659,MC150,491e-3,59,150,,,8.926e-9
660,MC40,491e-3,60,-40,,,8.909e-9
660,MC150,491e-3,60,150,,,9.019e-9
661,MC40,503.1e-3,1,-40,,,9.276e-9
661,MC150,503.1e-3,1,150,,,9.381e-9
662,MC40,503.1e-3,2,-40,,,9.15e-9
662,MC150,503.1e-3,2,150,,,9.307e-9
663,MC40,503.1e-3,3,-40,,,8.905e-9
663,MC150,503.1e-3,3,150,,,9.043e-9
664,MC40,503.1e-3,4,-40,,,9.209e-9
664,MC150,503.1e-3,4,150,,,9.359e-9
665,MC40,503.1e-3,5,-40,,,8.981e-9
665,MC150,503.1e-3,5,150,,,9.118e-9
666,MC40,503.1e-3,6,-40,,,9.115e-9
666,MC150,503.1e-3,6,150,,,9.275e-9
667,MC40,503.1e-3,7,-40,,,9.427e-9
667,MC150,503.1e-3,7,150,,,9.549e-9
668,MC40,503.1e-3,8,-40,,,9.244e-9
668,MC150,503.1e-3,8,150,,,9.39e-9
669,MC40,503.1e-3,9,-40,,,8.994e-9
669,MC150,503.1e-3,9,150,,,9.144e-9
670,MC40,503.1e-3,10,-40,,,9.102e-9
670,MC150,503.1e-3,10,150,,,9.239e-9
671,MC40,503.1e-3,11,-40,,,8.838e-9
671,MC150,503.1e-3,11,150,,,9.01e-9
672,MC40,503.1e-3,12,-40,,,9.062e-9
672,MC150,503.1e-3,12,150,,,9.239e-9
673,MC40,503.1e-3,13,-40,,,9.34e-9
673,MC150,503.1e-3,13,150,,,9.422e-9
674,MC40,503.1e-3,14,-40,,,9.169e-9
674,MC150,503.1e-3,14,150,,,9.329e-9
675,MC40,503.1e-3,15,-40,,,8.954e-9
675,MC150,503.1e-3,15,150,,,9.086e-9
676,MC40,503.1e-3,16,-40,,,9.309e-9
676,MC150,503.1e-3,16,150,,,9.42e-9
677,MC40,503.1e-3,17,-40,,,9.05e-9
677,MC150,503.1e-3,17,150,,,9.202e-9
678,MC40,503.1e-3,18,-40,,,8.934e-9
678,MC150,503.1e-3,18,150,,,9.125e-9
679,MC40,503.1e-3,19,-40,,,9.154e-9
679,MC150,503.1e-3,19,150,,,9.294e-9
680,MC40,503.1e-3,20,-40,,,8.991e-9
680,MC150,503.1e-3,20,150,,,9.166e-9
681,MC40,503.1e-3,21,-40,,,9.208e-9
681,MC150,503.1e-3,21,150,,,9.354e-9
682,MC40,503.1e-3,22,-40,,,8.713e-9
682,MC150,503.1e-3,22,150,,,8.852e-9
683,MC40,503.1e-3,23,-40,,,9.105e-9
683,MC150,503.1e-3,23,150,,,9.257e-9
684,MC40,503.1e-3,24,-40,,,9.027e-9
684,MC150,503.1e-3,24,150,,,9.133e-9
685,MC40,503.1e-3,25,-40,,,9.236e-9
685,MC150,503.1e-3,25,150,,,9.382e-9
686,MC40,503.1e-3,26,-40,,,8.885e-9
686,MC150,503.1e-3,26,150,,,9.025e-9
687,MC40,503.1e-3,27,-40,,,9.112e-9
687,MC150,503.1e-3,27,150,,,9.275e-9
688,MC40,503.1e-3,28,-40,,,9.362e-9
688,MC150,503.1e-3,28,150,,,9.474e-9
689,MC40,503.1e-3,29,-40,,,9.065e-9
689,MC150,503.1e-3,29,150,,,9.221e-9
690,MC40,503.1e-3,30,-40,,,8.975e-9
690,MC150,503.1e-3,30,150,,,9.164e-9
691,MC40,503.1e-3,31,-40,,,9.177e-9
691,MC150,503.1e-3,31,150,,,9.318e-9
692,MC40,503.1e-3,32,-40,,,8.939e-9
692,MC150,503.1e-3,32,150,,,9.101e-9
693,MC40,503.1e-3,33,-40,,,9.146e-9
693,MC150,503.1e-3,33,150,,,9.263e-9
694,MC40,503.1e-3,34,-40,,,9.32e-9
694,MC150,503.1e-3,34,150,,,9.427e-9
695,MC40,503.1e-3,35,-40,,,9.061e-9
695,MC150,503.1e-3,35,150,,,9.238e-9
696,MC40,503.1e-3,36,-40,,,8.813e-9
696,MC150,503.1e-3,36,150,,,8.941e-9
697,MC40,503.1e-3,37,-40,,,9.106e-9
697,MC150,503.1e-3,37,150,,,9.288e-9
698,MC40,503.1e-3,38,-40,,,9.001e-9
698,MC150,503.1e-3,38,150,,,9.168e-9
699,MC40,503.1e-3,39,-40,,,9.238e-9
699,MC150,503.1e-3,39,150,,,9.373e-9
700,MC40,503.1e-3,40,-40,,,8.895e-9
700,MC150,503.1e-3,40,150,,,9.042e-9
701,MC40,503.1e-3,41,-40,,,9.135e-9
701,MC150,503.1e-3,41,150,,,9.263e-9
702,MC40,503.1e-3,42,-40,,,9.033e-9
702,MC150,503.1e-3,42,150,,,9.2e-9
703,MC40,503.1e-3,43,-40,,,9.306e-9
703,MC150,503.1e-3,43,150,,,9.427e-9
704,MC40,503.1e-3,44,-40,,,8.969e-9
704,MC150,503.1e-3,44,150,,,9.14e-9
705,MC40,503.1e-3,45,-40,,,9.175e-9
705,MC150,503.1e-3,45,150,,,9.298e-9
706,MC40,503.1e-3,46,-40,,,9.385e-9
706,MC150,503.1e-3,46,150,,,9.493e-9
707,MC40,503.1e-3,47,-40,,,9.104e-9
707,MC150,503.1e-3,47,150,,,9.273e-9
708,MC40,503.1e-3,48,-40,,,9.142e-9
708,MC150,503.1e-3,48,150,,,9.264e-9
709,MC40,503.1e-3,49,-40,,,8.925e-9
709,MC150,503.1e-3,49,150,,,9.085e-9
710,MC40,503.1e-3,50,-40,,,9.036e-9
710,MC150,503.1e-3,50,150,,,9.196e-9
711,MC40,503.1e-3,51,-40,,,9.241e-9
711,MC150,503.1e-3,51,150,,,9.387e-9
712,MC40,503.1e-3,52,-40,,,9.098e-9
712,MC150,503.1e-3,52,150,,,9.233e-9
713,MC40,503.1e-3,53,-40,,,9.601e-9
713,MC150,503.1e-3,53,150,,,9.65e-9
714,MC40,503.1e-3,54,-40,,,9.184e-9
714,MC150,503.1e-3,54,150,,,9.345e-9
715,MC40,503.1e-3,55,-40,,,9.002e-9
715,MC150,503.1e-3,55,150,,,9.153e-9
716,MC40,503.1e-3,56,-40,,,9.12e-9
716,MC150,503.1e-3,56,150,,,9.25e-9
717,MC40,503.1e-3,57,-40,,,8.853e-9
717,MC150,503.1e-3,57,150,,,9.03e-9
718,MC40,503.1e-3,58,-40,,,9.217e-9
718,MC150,503.1e-3,58,150,,,9.366e-9
719,MC40,503.1e-3,59,-40,,,9.02e-9
719,MC150,503.1e-3,59,150,,,9.175e-9
720,MC40,503.1e-3,60,-40,,,9.156e-9
720,MC150,503.1e-3,60,150,,,9.269e-9
721,MC40,515.2e-3,1,-40,,,9.525e-9
721,MC150,515.2e-3,1,150,,,9.627e-9
722,MC40,515.2e-3,2,-40,,,9.4e-9
722,MC150,515.2e-3,2,150,,,9.554e-9
723,MC40,515.2e-3,3,-40,,,9.154e-9
723,MC150,515.2e-3,3,150,,,9.293e-9
724,MC40,515.2e-3,4,-40,,,9.459e-9
724,MC150,515.2e-3,4,150,,,9.605e-9
725,MC40,515.2e-3,5,-40,,,9.231e-9
725,MC150,515.2e-3,5,150,,,9.367e-9
726,MC40,515.2e-3,6,-40,,,9.364e-9
726,MC150,515.2e-3,6,150,,,9.52e-9
727,MC40,515.2e-3,7,-40,,,9.681e-9
727,MC150,515.2e-3,7,150,,,9.801e-9
728,MC40,515.2e-3,8,-40,,,9.495e-9
728,MC150,515.2e-3,8,150,,,9.635e-9
729,MC40,515.2e-3,9,-40,,,9.244e-9
729,MC150,515.2e-3,9,150,,,9.392e-9
730,MC40,515.2e-3,10,-40,,,9.352e-9
730,MC150,515.2e-3,10,150,,,9.486e-9
731,MC40,515.2e-3,11,-40,,,9.087e-9
731,MC150,515.2e-3,11,150,,,9.26e-9
732,MC40,515.2e-3,12,-40,,,9.312e-9
732,MC150,515.2e-3,12,150,,,9.484e-9
733,MC40,515.2e-3,13,-40,,,9.59e-9
733,MC150,515.2e-3,13,150,,,9.669e-9
734,MC40,515.2e-3,14,-40,,,9.419e-9
734,MC150,515.2e-3,14,150,,,9.575e-9
735,MC40,515.2e-3,15,-40,,,9.204e-9
735,MC150,515.2e-3,15,150,,,9.335e-9
736,MC40,515.2e-3,16,-40,,,9.559e-9
736,MC150,515.2e-3,16,150,,,9.665e-9
737,MC40,515.2e-3,17,-40,,,9.3e-9
737,MC150,515.2e-3,17,150,,,9.448e-9
738,MC40,515.2e-3,18,-40,,,9.182e-9
738,MC150,515.2e-3,18,150,,,9.372e-9
