Point,Corner,Iinput,mc_iteration,temperature,Pass/Fail,Z2
223,mc150,1.64e-6,23,150,,56.14e-9
223,mc_40,1.64e-6,23,-40,,51.86e-9
224,mc150,1.64e-6,24,150,,62.39e-9
224,mc_40,1.64e-6,24,-40,,57.75e-9
225,mc150,1.64e-6,25,150,,59.62e-9
225,mc_40,1.64e-6,25,-40,,55.4e-9
226,mc150,1.64e-6,26,150,,46.77e-9
226,mc_40,1.64e-6,26,-40,,44.07e-9
227,mc150,1.64e-6,27,150,,57.76e-9
227,mc_40,1.64e-6,27,-40,,52.96e-9
228,mc150,1.64e-6,28,150,,62.54e-9
228,mc_40,1.64e-6,28,-40,,59.03e-9
229,mc150,1.64e-6,29,150,,58.2e-9
229,mc_40,1.64e-6,29,-40,,53.35e-9
230,mc150,1.64e-6,30,150,,46.9e-9
230,mc_40,1.64e-6,30,-40,,43.25e-9
231,mc150,1.64e-6,31,150,,58.68e-9
231,mc_40,1.64e-6,31,-40,,54.73e-9
232,mc150,1.64e-6,32,150,,50.87e-9
232,mc_40,1.64e-6,32,-40,,46.82e-9
233,mc150,1.64e-6,33,150,,64.47e-9
233,mc_40,1.64e-6,33,-40,,60.25e-9
234,mc150,1.64e-6,34,150,,62.72e-9
234,mc_40,1.64e-6,34,-40,,59.1e-9
235,mc150,1.64e-6,35,150,,51.2e-9
235,mc_40,1.64e-6,35,-40,,47.22e-9
236,mc150,1.64e-6,36,150,,50.1e-9
236,mc_40,1.64e-6,36,-40,,45.73e-9
237,mc150,1.64e-6,37,150,,53.09e-9
237,mc_40,1.64e-6,37,-40,,48.34e-9
238,mc150,1.64e-6,38,150,,53.18e-9
238,mc_40,1.64e-6,38,-40,,48.84e-9
239,mc150,1.64e-6,39,150,,55.69e-9
239,mc_40,1.64e-6,39,-40,,52.54e-9
240,mc150,1.64e-6,40,150,,52.22e-9
240,mc_40,1.64e-6,40,-40,,47.71e-9
241,mc150,1.64e-6,41,150,,56.61e-9
241,mc_40,1.64e-6,41,-40,,53.52e-9
242,mc150,1.64e-6,42,150,,53.18e-9
242,mc_40,1.64e-6,42,-40,,48.94e-9
243,mc150,1.64e-6,43,150,,54.75e-9
243,mc_40,1.64e-6,43,-40,,51.91e-9
244,mc150,1.64e-6,44,150,,51.24e-9
244,mc_40,1.64e-6,44,-40,,47.15e-9
245,mc150,1.64e-6,45,150,,63.06e-9
245,mc_40,1.64e-6,45,-40,,59.04e-9
246,mc150,1.64e-6,46,150,,64.65e-9
246,mc_40,1.64e-6,46,-40,,60.78e-9
247,mc150,1.64e-6,47,150,,50.56e-9
247,mc_40,1.64e-6,47,-40,,46.84e-9
248,mc150,1.64e-6,48,150,,59.9e-9
248,mc_40,1.64e-6,48,-40,,56.27e-9
249,mc150,1.64e-6,49,150,,47.07e-9
249,mc_40,1.64e-6,49,-40,,44.04e-9
250,mc150,1.64e-6,50,150,,54.42e-9
250,mc_40,1.64e-6,50,-40,,50.49e-9
251,mc150,2.04e-6,1,150,,74.11e-9
251,mc_40,2.04e-6,1,-40,,70.5e-9
252,mc150,2.04e-6,2,150,,65.67e-9
252,mc_40,2.04e-6,2,-40,,61.07e-9
253,mc150,2.04e-6,3,150,,65.61e-9
253,mc_40,2.04e-6,3,-40,,60.11e-9
254,mc150,2.04e-6,4,150,,66.74e-9
254,mc_40,2.04e-6,4,-40,,62.43e-9
255,mc150,2.04e-6,5,150,,66.75e-9
255,mc_40,2.04e-6,5,-40,,61.84e-9
256,mc150,2.04e-6,6,150,,59.09e-9
256,mc_40,2.04e-6,6,-40,,56.14e-9
257,mc150,2.04e-6,7,150,,75.2e-9
257,mc_40,2.04e-6,7,-40,,69.54e-9
258,mc150,2.04e-6,8,150,,67.5e-9
258,mc_40,2.04e-6,8,-40,,63.2e-9
259,mc150,2.04e-6,9,150,,67.72e-9
259,mc_40,2.04e-6,9,-40,,62.71e-9
260,mc150,2.04e-6,10,150,,73.38e-9
260,mc_40,2.04e-6,10,-40,,68.17e-9
261,mc150,2.04e-6,11,150,,56.73e-9
261,mc_40,2.04e-6,11,-40,,51.73e-9
262,mc150,2.04e-6,12,150,,61e-9
262,mc_40,2.04e-6,12,-40,,57.11e-9
263,mc150,2.04e-6,13,150,,75.68e-9
263,mc_40,2.04e-6,13,-40,,72.6e-9
264,mc150,2.04e-6,14,150,,66.68e-9
264,mc_40,2.04e-6,14,-40,,61.95e-9
265,mc150,2.04e-6,15,150,,65.77e-9
265,mc_40,2.04e-6,15,-40,,60.86e-9
266,mc150,2.04e-6,16,150,,71.78e-9
266,mc_40,2.04e-6,16,-40,,68.29e-9
267,mc150,2.04e-6,17,150,,67.75e-9
267,mc_40,2.04e-6,17,-40,,62.65e-9
268,mc150,2.04e-6,18,150,,54.86e-9
268,mc_40,2.04e-6,18,-40,,51.04e-9
269,mc150,2.04e-6,19,150,,69.05e-9
269,mc_40,2.04e-6,19,-40,,64.7e-9
270,mc150,2.04e-6,20,150,,66.26e-9
270,mc_40,2.04e-6,20,-40,,59.62e-9
271,mc150,2.04e-6,21,150,,69.71e-9
271,mc_40,2.04e-6,21,-40,,65.2e-9
272,mc150,2.04e-6,22,150,,50.99e-9
272,mc_40,2.04e-6,22,-40,,48.34e-9
273,mc150,2.04e-6,23,150,,67.23e-9
273,mc_40,2.04e-6,23,-40,,62.41e-9
274,mc150,2.04e-6,24,150,,74.04e-9
274,mc_40,2.04e-6,24,-40,,68.91e-9
275,mc150,2.04e-6,25,150,,71.14e-9
275,mc_40,2.04e-6,25,-40,,66.49e-9
276,mc150,2.04e-6,26,150,,56.93e-9
276,mc_40,2.04e-6,26,-40,,53.72e-9
277,mc150,2.04e-6,27,150,,69.03e-9
277,mc_40,2.04e-6,27,-40,,63.69e-9
278,mc150,2.04e-6,28,150,,74.51e-9
278,mc_40,2.04e-6,28,-40,,70.6e-9
279,mc150,2.04e-6,29,150,,69.49e-9
279,mc_40,2.04e-6,29,-40,,64.07e-9
280,mc150,2.04e-6,30,150,,57.18e-9
280,mc_40,2.04e-6,30,-40,,52.82e-9
281,mc150,2.04e-6,31,150,,70.06e-9
281,mc_40,2.04e-6,31,-40,,65.65e-9
282,mc150,2.04e-6,32,150,,61.47e-9
282,mc_40,2.04e-6,32,-40,,56.67e-9
283,mc150,2.04e-6,33,150,,76.37e-9
283,mc_40,2.04e-6,33,-40,,71.85e-9
284,mc150,2.04e-6,34,150,,74.53e-9
284,mc_40,2.04e-6,34,-40,,70.57e-9
285,mc150,2.04e-6,35,150,,61.88e-9
285,mc_40,2.04e-6,35,-40,,57.26e-9
286,mc150,2.04e-6,36,150,,60.54e-9
286,mc_40,2.04e-6,36,-40,,55.33e-9
287,mc150,2.04e-6,37,150,,63.96e-9
287,mc_40,2.04e-6,37,-40,,58.54e-9
288,mc150,2.04e-6,38,150,,64.04e-9
288,mc_40,2.04e-6,38,-40,,58.97e-9
289,mc150,2.04e-6,39,150,,66.89e-9
289,mc_40,2.04e-6,39,-40,,63.35e-9
290,mc150,2.04e-6,40,150,,62.91e-9
290,mc_40,2.04e-6,40,-40,,57.6e-9
291,mc150,2.04e-6,41,150,,67.83e-9
291,mc_40,2.04e-6,41,-40,,64.34e-9
292,mc150,2.04e-6,42,150,,64e-9
292,mc_40,2.04e-6,42,-40,,59.07e-9
293,mc150,2.04e-6,43,150,,65.94e-9
293,mc_40,2.04e-6,43,-40,,62.67e-9
294,mc150,2.04e-6,44,150,,61.91e-9
294,mc_40,2.04e-6,44,-40,,57.08e-9
295,mc150,2.04e-6,45,150,,74.85e-9
295,mc_40,2.04e-6,45,-40,,70.45e-9
296,mc150,2.04e-6,46,150,,76.78e-9
296,mc_40,2.04e-6,46,-40,,72.51e-9
297,mc150,2.04e-6,47,150,,61.17e-9
297,mc_40,2.04e-6,47,-40,,56.87e-9
298,mc150,2.04e-6,48,150,,71.4e-9
298,mc_40,2.04e-6,48,-40,,67.32e-9
299,mc150,2.04e-6,49,150,,57.3e-9
299,mc_40,2.04e-6,49,-40,,53.68e-9
300,mc150,2.04e-6,50,150,,65.42e-9
300,mc_40,2.04e-6,50,-40,,60.85e-9
301,mc150,2.44e-6,1,150,,86.16e-9
301,mc_40,2.44e-6,1,-40,,82.27e-9
302,mc150,2.44e-6,2,150,,76.95e-9
302,mc_40,2.44e-6,2,-40,,71.78e-9
303,mc150,2.44e-6,3,150,,76.74e-9
303,mc_40,2.44e-6,3,-40,,70.61e-9
304,mc150,2.44e-6,4,150,,78.16e-9
304,mc_40,2.44e-6,4,-40,,73.32e-9
305,mc150,2.44e-6,5,150,,78.01e-9
305,mc_40,2.44e-6,5,-40,,72.59e-9
306,mc150,2.44e-6,6,150,,69.87e-9
306,mc_40,2.44e-6,6,-40,,66.39e-9
307,mc150,2.44e-6,7,150,,87.41e-9
307,mc_40,2.44e-6,7,-40,,81.26e-9
308,mc150,2.44e-6,8,150,,78.98e-9
308,mc_40,2.44e-6,8,-40,,74.21e-9
309,mc150,2.44e-6,9,150,,79.09e-9
309,mc_40,2.44e-6,9,-40,,73.56e-9
310,mc150,2.44e-6,10,150,,85.23e-9
310,mc_40,2.44e-6,10,-40,,79.48e-9
311,mc150,2.44e-6,11,150,,67.12e-9
311,mc_40,2.44e-6,11,-40,,61.29e-9
312,mc150,2.44e-6,12,150,,71.91e-9
312,mc_40,2.44e-6,12,-40,,67.43e-9
313,mc150,2.44e-6,13,150,,87.88e-9
313,mc_40,2.44e-6,13,-40,,84.72e-9
314,mc150,2.44e-6,14,150,,78.09e-9
314,mc_40,2.44e-6,14,-40,,72.79e-9
315,mc150,2.44e-6,15,150,,76.9e-9
315,mc_40,2.44e-6,15,-40,,71.45e-9
316,mc150,2.44e-6,16,150,,83.7e-9
316,mc_40,2.44e-6,16,-40,,79.92e-9
317,mc150,2.44e-6,17,150,,79.1e-9
317,mc_40,2.44e-6,17,-40,,73.45e-9
318,mc150,2.44e-6,18,150,,65.17e-9
318,mc_40,2.44e-6,18,-40,,60.63e-9
319,mc150,2.44e-6,19,150,,80.62e-9
319,mc_40,2.44e-6,19,-40,,75.81e-9
320,mc150,2.44e-6,20,150,,77.47e-9
320,mc_40,2.44e-6,20,-40,,70.07e-9
321,mc150,2.44e-6,21,150,,81.36e-9
321,mc_40,2.44e-6,21,-40,,76.39e-9
322,mc150,2.44e-6,22,150,,60.86e-9
322,mc_40,2.44e-6,22,-40,,57.52e-9
323,mc150,2.44e-6,23,150,,78.58e-9
323,mc_40,2.44e-6,23,-40,,73.25e-9
324,mc150,2.44e-6,24,150,,85.9e-9
324,mc_40,2.44e-6,24,-40,,80.35e-9
325,mc150,2.44e-6,25,150,,82.98e-9
325,mc_40,2.44e-6,25,-40,,77.81e-9
326,mc150,2.44e-6,26,150,,67.34e-9
326,mc_40,2.44e-6,26,-40,,63.45e-9
327,mc150,2.44e-6,27,150,,80.59e-9
327,mc_40,2.44e-6,27,-40,,74.58e-9
328,mc150,2.44e-6,28,150,,86.66e-9
328,mc_40,2.44e-6,28,-40,,82.55e-9
329,mc150,2.44e-6,29,150,,81.01e-9
329,mc_40,2.44e-6,29,-40,,74.96e-9
330,mc150,2.44e-6,30,150,,67.67e-9
330,mc_40,2.44e-6,30,-40,,62.61e-9
331,mc150,2.44e-6,31,150,,81.73e-9
331,mc_40,2.44e-6,31,-40,,76.86e-9
332,mc150,2.44e-6,32,150,,72.29e-9
332,mc_40,2.44e-6,32,-40,,66.86e-9
333,mc150,2.44e-6,33,150,,88.4e-9
333,mc_40,2.44e-6,33,-40,,83.63e-9
334,mc150,2.44e-6,34,150,,86.6e-9
334,mc_40,2.44e-6,34,-40,,82.37e-9
335,mc150,2.44e-6,35,150,,72.77e-9
335,mc_40,2.44e-6,35,-40,,67.56e-9
336,mc150,2.44e-6,36,150,,71.19e-9
336,mc_40,2.44e-6,36,-40,,65.22e-9
337,mc150,2.44e-6,37,150,,75.06e-9
337,mc_40,2.44e-6,37,-40,,68.99e-9
338,mc150,2.44e-6,38,150,,75.08e-9
338,mc_40,2.44e-6,38,-40,,69.44e-9
339,mc150,2.44e-6,39,150,,78.37e-9
339,mc_40,2.44e-6,39,-40,,74.39e-9
340,mc150,2.44e-6,40,150,,73.8e-9
340,mc_40,2.44e-6,40,-40,,67.81e-9
341,mc150,2.44e-6,41,150,,79.33e-9
341,mc_40,2.44e-6,41,-40,,75.44e-9
342,mc150,2.44e-6,42,150,,75.05e-9
342,mc_40,2.44e-6,42,-40,,69.55e-9
343,mc150,2.44e-6,43,150,,77.3e-9
343,mc_40,2.44e-6,43,-40,,73.81e-9
344,mc150,2.44e-6,44,150,,72.79e-9
344,mc_40,2.44e-6,44,-40,,67.35e-9
345,mc150,2.44e-6,45,150,,86.9e-9
345,mc_40,2.44e-6,45,-40,,82.18e-9
346,mc150,2.44e-6,46,150,,89.13e-9
346,mc_40,2.44e-6,46,-40,,84.65e-9
347,mc150,2.44e-6,47,150,,72.06e-9
347,mc_40,2.44e-6,47,-40,,67.15e-9
348,mc150,2.44e-6,48,150,,83.14e-9
348,mc_40,2.44e-6,48,-40,,78.72e-9
349,mc150,2.44e-6,49,150,,67.76e-9
349,mc_40,2.44e-6,49,-40,,63.48e-9
350,mc150,2.44e-6,50,150,,76.6e-9
350,mc_40,2.44e-6,50,-40,,71.54e-9
351,mc150,2.84e-6,1,150,,98.4e-9
351,mc_40,2.84e-6,1,-40,,94.51e-9
352,mc150,2.84e-6,2,150,,88.42e-9
352,mc_40,2.84e-6,2,-40,,82.74e-9
353,mc150,2.84e-6,3,150,,88.05e-9
353,mc_40,2.84e-6,3,-40,,81.17e-9
354,mc150,2.84e-6,4,150,,89.74e-9
354,mc_40,2.84e-6,4,-40,,84.5e-9
355,mc150,2.84e-6,5,150,,89.48e-9
355,mc_40,2.84e-6,5,-40,,83.5e-9
356,mc150,2.84e-6,6,150,,80.84e-9
356,mc_40,2.84e-6,6,-40,,76.91e-9
357,mc150,2.84e-6,7,150,,99.95e-9
357,mc_40,2.84e-6,7,-40,,93.49e-9
358,mc150,2.84e-6,8,150,,90.7e-9
358,mc_40,2.84e-6,8,-40,,85.54e-9
359,mc150,2.84e-6,9,150,,90.69e-9
359,mc_40,2.84e-6,9,-40,,84.56e-9
360,mc150,2.84e-6,10,150,,97.28e-9
360,mc_40,2.84e-6,10,-40,,91.19e-9
361,mc150,2.84e-6,11,150,,77.72e-9
361,mc_40,2.84e-6,11,-40,,71.11e-9
362,mc150,2.84e-6,12,150,,83.02e-9
362,mc_40,2.84e-6,12,-40,,77.99e-9
363,mc150,2.84e-6,13,150,,100.3e-9
363,mc_40,2.84e-6,13,-40,,97.29e-9
364,mc150,2.84e-6,14,150,,89.68e-9
364,mc_40,2.84e-6,14,-40,,83.88e-9
365,mc150,2.84e-6,15,150,,88.23e-9
365,mc_40,2.84e-6,15,-40,,82.14e-9
366,mc150,2.84e-6,16,150,,95.74e-9
366,mc_40,2.84e-6,16,-40,,91.93e-9
367,mc150,2.84e-6,17,150,,90.68e-9
367,mc_40,2.84e-6,17,-40,,84.4e-9
368,mc150,2.84e-6,18,150,,75.73e-9
368,mc_40,2.84e-6,18,-40,,70.51e-9
369,mc150,2.84e-6,19,150,,92.37e-9
369,mc_40,2.84e-6,19,-40,,87.17e-9
370,mc150,2.84e-6,20,150,,88.88e-9
370,mc_40,2.84e-6,20,-40,,80.69e-9
371,mc150,2.84e-6,21,150,,93.23e-9
371,mc_40,2.84e-6,21,-40,,87.9e-9
372,mc150,2.84e-6,22,150,,70.94e-9
372,mc_40,2.84e-6,22,-40,,66.85e-9
373,mc150,2.84e-6,23,150,,90.17e-9
373,mc_40,2.84e-6,23,-40,,84.25e-9
374,mc150,2.84e-6,24,150,,97.98e-9
374,mc_40,2.84e-6,24,-40,,91.99e-9
375,mc150,2.84e-6,25,150,,94.96e-9
375,mc_40,2.84e-6,25,-40,,89.5e-9
376,mc150,2.84e-6,26,150,,77.95e-9
376,mc_40,2.84e-6,26,-40,,73.54e-9
377,mc150,2.84e-6,27,150,,92.32e-9
377,mc_40,2.84e-6,27,-40,,85.79e-9
378,mc150,2.84e-6,28,150,,99.07e-9
378,mc_40,2.84e-6,28,-40,,94.9e-9
379,mc150,2.84e-6,29,150,,92.76e-9
379,mc_40,2.84e-6,29,-40,,86.11e-9
380,mc150,2.84e-6,30,150,,78.42e-9
380,mc_40,2.84e-6,30,-40,,72.68e-9
381,mc150,2.84e-6,31,150,,93.59e-9
381,mc_40,2.84e-6,31,-40,,88.33e-9
382,mc150,2.84e-6,32,150,,83.33e-9
382,mc_40,2.84e-6,32,-40,,77.2e-9
383,mc150,2.84e-6,33,150,,100.8e-9
383,mc_40,2.84e-6,33,-40,,95.85e-9
384,mc150,2.84e-6,34,150,,98.85e-9
384,mc_40,2.84e-6,34,-40,,94.6e-9
385,mc150,2.84e-6,35,150,,83.98e-9
385,mc_40,2.84e-6,35,-40,,78.12e-9
386,mc150,2.84e-6,36,150,,82.03e-9
386,mc_40,2.84e-6,36,-40,,75.31e-9
387,mc150,2.84e-6,37,150,,86.4e-9
387,mc_40,2.84e-6,37,-40,,79.68e-9
388,mc150,2.84e-6,38,150,,86.31e-9
388,mc_40,2.84e-6,38,-40,,80.03e-9
389,mc150,2.84e-6,39,150,,90.06e-9
389,mc_40,2.84e-6,39,-40,,85.78e-9
390,mc150,2.84e-6,40,150,,84.9e-9
390,mc_40,2.84e-6,40,-40,,78.18e-9
391,mc150,2.84e-6,41,150,,91e-9
391,mc_40,2.84e-6,41,-40,,86.78e-9
392,mc150,2.84e-6,42,150,,86.34e-9
392,mc_40,2.84e-6,42,-40,,80.21e-9
393,mc150,2.84e-6,43,150,,88.89e-9
393,mc_40,2.84e-6,43,-40,,85.19e-9
394,mc150,2.84e-6,44,150,,83.9e-9
394,mc_40,2.84e-6,44,-40,,77.77e-9
395,mc150,2.84e-6,45,150,,99.12e-9
395,mc_40,2.84e-6,45,-40,,94.18e-9
396,mc150,2.84e-6,46,150,,101.7e-9
396,mc_40,2.84e-6,46,-40,,97.2e-9
397,mc150,2.84e-6,47,150,,83.15e-9
397,mc_40,2.84e-6,47,-40,,77.67e-9
398,mc150,2.84e-6,48,150,,95.09e-9
398,mc_40,2.84e-6,48,-40,,90.4e-9
399,mc150,2.84e-6,49,150,,78.44e-9
399,mc_40,2.84e-6,49,-40,,73.58e-9
400,mc150,2.84e-6,50,150,,88.03e-9
400,mc_40,2.84e-6,50,-40,,82.43e-9
401,mc150,3.24e-6,1,150,,110.9e-9
401,mc_40,3.24e-6,1,-40,,107.1e-9
402,mc150,3.24e-6,2,150,,100.1e-9
402,mc_40,3.24e-6,2,-40,,94.02e-9
403,mc150,3.24e-6,3,150,,99.57e-9
403,mc_40,3.24e-6,3,-40,,92.07e-9
404,mc150,3.24e-6,4,150,,101.6e-9
404,mc_40,3.24e-6,4,-40,,96.04e-9
405,mc150,3.24e-6,5,150,,101.1e-9
405,mc_40,3.24e-6,5,-40,,94.63e-9
406,mc150,3.24e-6,6,150,,92.02e-9
406,mc_40,3.24e-6,6,-40,,87.69e-9
407,mc150,3.24e-6,7,150,,112.7e-9
407,mc_40,3.24e-6,7,-40,,106.5e-9
408,mc150,3.24e-6,8,150,,102.6e-9
408,mc_40,3.24e-6,8,-40,,97.22e-9
409,mc150,3.24e-6,9,150,,102.5e-9
409,mc_40,3.24e-6,9,-40,,95.95e-9
410,mc150,3.24e-6,10,150,,109.6e-9
410,mc_40,3.24e-6,10,-40,,103.3e-9
411,mc150,3.24e-6,11,150,,88.53e-9
411,mc_40,3.24e-6,11,-40,,81.08e-9
412,mc150,3.24e-6,12,150,,94.34e-9
412,mc_40,3.24e-6,12,-40,,88.81e-9
413,mc150,3.24e-6,13,150,,113e-9
413,mc_40,3.24e-6,13,-40,,110.4e-9
414,mc150,3.24e-6,14,150,,101.5e-9
414,mc_40,3.24e-6,14,-40,,95.32e-9
415,mc150,3.24e-6,15,150,,99.76e-9
415,mc_40,3.24e-6,15,-40,,93.16e-9
416,mc150,3.24e-6,16,150,,108.1e-9
416,mc_40,3.24e-6,16,-40,,104.4e-9
417,mc150,3.24e-6,17,150,,102.5e-9
417,mc_40,3.24e-6,17,-40,,95.82e-9
418,mc150,3.24e-6,18,150,,86.49e-9
418,mc_40,3.24e-6,18,-40,,80.54e-9
419,mc150,3.24e-6,19,150,,104.3e-9
419,mc_40,3.24e-6,19,-40,,98.92e-9
420,mc150,3.24e-6,20,150,,100.5e-9
420,mc_40,3.24e-6,20,-40,,91.72e-9
421,mc150,3.24e-6,21,150,,105.3e-9
421,mc_40,3.24e-6,21,-40,,99.81e-9
422,mc150,3.24e-6,22,150,,81.23e-9
422,mc_40,3.24e-6,22,-40,,76.49e-9
423,mc150,3.24e-6,23,150,,101.9e-9
423,mc_40,3.24e-6,23,-40,,95.64e-9
424,mc150,3.24e-6,24,150,,110.2e-9
424,mc_40,3.24e-6,24,-40,,103.9e-9
425,mc150,3.24e-6,25,150,,107.2e-9
425,mc_40,3.24e-6,25,-40,,101.6e-9
426,mc150,3.24e-6,26,150,,88.78e-9
426,mc_40,3.24e-6,26,-40,,83.78e-9
427,mc150,3.24e-6,27,150,,104.2e-9
427,mc_40,3.24e-6,27,-40,,97.37e-9
428,mc150,3.24e-6,28,150,,111.7e-9
428,mc_40,3.24e-6,28,-40,,108e-9
429,mc150,3.24e-6,29,150,,104.7e-9
429,mc_40,3.24e-6,29,-40,,97.67e-9
430,mc150,3.24e-6,30,150,,89.37e-9
430,mc_40,3.24e-6,30,-40,,82.91e-9
431,mc150,3.24e-6,31,150,,105.6e-9
431,mc_40,3.24e-6,31,-40,,100.2e-9
432,mc150,3.24e-6,32,150,,94.56e-9
432,mc_40,3.24e-6,32,-40,,87.78e-9
433,mc150,3.24e-6,33,150,,113.3e-9
433,mc_40,3.24e-6,33,-40,,108.2e-9
434,mc150,3.24e-6,34,150,,111.4e-9
434,mc_40,3.24e-6,34,-40,,107.3e-9
435,mc150,3.24e-6,35,150,,95.32e-9
435,mc_40,3.24e-6,35,-40,,88.9e-9
436,mc150,3.24e-6,36,150,,93.07e-9
436,mc_40,3.24e-6,36,-40,,85.56e-9
