Point,Corner,Vctrl,mc_iteration,Pass/Fail,/Vosc_buff,Freq
1,C4,4.00E-01,1,,,3.25E+07
2,C4,4.00E-01,2,,,4.95E+07
3,C4,4.00E-01,3,,,4.70E+07
4,C4,4.00E-01,4,,,4.83E+07
5,C4,4.00E-01,5,,,4.60E+07
6,C4,4.00E-01,6,,,8.28E+07
7,C4,4.00E-01,7,,,2.82E+07
8,C4,4.00E-01,8,,,4.70E+07
9,C4,4.00E-01,9,,,4.34E+07
10,C4,4.00E-01,10,,,3.06E+07
11,C4,4.00E-01,11,,,7.34E+07
12,C4,4.00E-01,12,,,6.75E+07
13,C4,4.00E-01,13,,,3.02E+07
14,C4,4.00E-01,14,,,4.69E+07
15,C4,4.00E-01,15,,,4.83E+07
16,C4,4.00E-01,16,,,3.81E+07
17,C4,4.00E-01,17,,,4.25E+07
18,C4,4.00E-01,18,,,9.13E+07
19,C4,4.00E-01,19,,,4.14E+07
20,C4,4.00E-01,20,,,4.12E+07
21,C4,4.00E-01,21,,,4.01E+07
22,C4,4.00E-01,22,,,1.17E+08
23,C4,4.00E-01,23,,,4.43E+07
24,C4,4.00E-01,24,,,3.04E+07
25,C4,4.00E-01,25,,,3.66E+07
26,C4,4.00E-01,26,,,8.41E+07
27,C4,4.00E-01,27,,,3.86E+07
28,C4,4.00E-01,28,,,3.17E+07
29,C4,4.00E-01,29,,,3.76E+07
30,C4,4.00E-01,30,,,7.81E+07
31,C4,4.00E-01,31,,,3.89E+07
32,C4,4.00E-01,32,,,6.01E+07
33,C4,4.00E-01,33,,,2.66E+07
34,C4,4.00E-01,34,,,3.07E+07
35,C4,4.00E-01,35,,,6.06E+07
36,C4,4.00E-01,36,,,6.16E+07
37,C4,4.00E-01,37,,,5.17E+07
38,C4,4.00E-01,38,,,5.17E+07
39,C4,4.00E-01,39,,,5.10E+07
40,C4,4.00E-01,40,,,5.43E+07
41,C4,4.00E-01,41,,,4.74E+07
42,C4,4.00E-01,42,,,5.25E+07
43,C4,4.00E-01,43,,,5.67E+07
44,C4,4.00E-01,44,,,5.87E+07
45,C4,4.00E-01,45,,,2.91E+07
46,C4,4.00E-01,46,,,2.68E+07
47,C4,4.00E-01,47,,,6.50E+07
48,C4,4.00E-01,48,,,3.70E+07
49,C4,4.00E-01,49,,,8.03E+07
50,C4,4.00E-01,50,,,5.02E+07
51,C4,4.00E-01,51,,,2.49E+07
52,C4,4.00E-01,52,,,4.51E+07
53,C4,4.00E-01,53,,,3.76E+07
54,C4,4.00E-01,54,,,3.30E+07
55,C4,4.00E-01,55,,,6.54E+07
56,C4,4.00E-01,56,,,4.11E+07
57,C4,4.00E-01,57,,,8.97E+07
58,C4,4.00E-01,58,,,2.99E+07
59,C4,4.00E-01,59,,,5.63E+07
60,C4,4.00E-01,60,,,3.16E+07
61,C4,4.00E-01,61,,,6.88E+07
62,C4,4.00E-01,62,,,4.73E+07
63,C4,4.00E-01,63,,,7.29E+07
64,C4,4.00E-01,64,,,5.63E+07
65,C4,4.00E-01,65,,,4.89E+07
66,C4,4.00E-01,66,,,6.43E+07
67,C4,4.00E-01,67,,,3.51E+07
68,C4,4.00E-01,68,,,7.15E+07
69,C4,4.00E-01,69,,,3.49E+07
70,C4,4.00E-01,70,,,5.34E+07
71,C4,4.00E-01,71,,,4.70E+07
72,C4,4.00E-01,72,,,6.14E+07
73,C4,4.00E-01,73,,,3.43E+07
74,C4,4.00E-01,74,,,4.04E+07
75,C4,4.00E-01,75,,,4.39E+07
76,C4,4.00E-01,76,,,3.67E+07
77,C4,4.00E-01,77,,,4.48E+07
78,C4,4.00E-01,78,,,6.03E+07
79,C4,4.00E-01,79,,,3.27E+07
80,C4,4.00E-01,80,,,5.75E+07
81,C4,4.00E-01,81,,,2.43E+07
82,C4,4.00E-01,82,,,2.54E+07
83,C4,4.00E-01,83,,,5.67E+07
84,C4,4.00E-01,84,,,6.21E+07
85,C4,4.00E-01,85,,,5.98E+07
86,C4,4.00E-01,86,,,5.68E+07
87,C4,4.00E-01,87,,,2.62E+07
88,C4,4.00E-01,88,,,6.90E+07
89,C4,4.00E-01,89,,,5.66E+07
90,C4,4.00E-01,90,,,5.84E+07
91,C4,4.00E-01,91,,,2.61E+07
92,C4,4.00E-01,92,,,6.21E+07
93,C4,4.00E-01,93,,,6.36E+07
94,C4,4.00E-01,94,,,2.72E+07
95,C4,4.00E-01,95,,,6.00E+07
96,C4,4.00E-01,96,,,3.75E+07
97,C4,4.00E-01,97,,,8.93E+07
98,C4,4.00E-01,98,,,3.54E+07
99,C4,4.00E-01,99,,,2.68E+07
100,C4,4.00E-01,100,,,4.82E+07
101,C4,4.00E-01,101,,,4.41E+07
102,C4,4.00E-01,102,,,4.52E+07
103,C4,4.00E-01,103,,,4.38E+07
104,C4,4.00E-01,104,,,4.27E+07
105,C4,4.00E-01,105,,,3.96E+07
106,C4,4.00E-01,106,,,4.15E+07
107,C4,4.00E-01,107,,,3.56E+07
108,C4,4.00E-01,108,,,3.34E+07
109,C4,4.00E-01,109,,,7.31E+07
110,C4,4.00E-01,110,,,3.32E+07
111,C4,4.00E-01,111,,,7.67E+07
112,C4,4.00E-01,112,,,3.99E+07
113,C4,4.00E-01,113,,,4.38E+07
114,C4,4.00E-01,114,,,6.62E+07
115,C4,4.00E-01,115,,,6.00E+07
116,C4,4.00E-01,116,,,3.46E+07
117,C4,4.00E-01,117,,,9.16E+07
118,C4,4.00E-01,118,,,5.04E+07
119,C4,4.00E-01,119,,,4.90E+07
120,C4,4.00E-01,120,,,3.09E+07
121,C4,4.00E-01,121,,,3.08E+07
122,C4,4.00E-01,122,,,5.12E+07
123,C4,4.00E-01,123,,,4.80E+07
124,C4,4.00E-01,124,,,4.36E+07
125,C4,4.00E-01,125,,,4.15E+07
126,C4,4.00E-01,126,,,6.05E+07
127,C4,4.00E-01,127,,,6.41E+07
128,C4,4.00E-01,128,,,3.95E+07
129,C4,4.00E-01,129,,,4.49E+07
130,C4,4.00E-01,130,,,3.84E+07
131,C4,4.00E-01,131,,,4.39E+07
132,C4,4.00E-01,132,,,7.63E+07
133,C4,4.00E-01,133,,,3.50E+07
134,C4,4.00E-01,134,,,9.39E+07
135,C4,4.00E-01,135,,,3.64E+07
136,C4,4.00E-01,136,,,8.52E+07
137,C4,4.00E-01,137,,,3.50E+07
138,C4,4.00E-01,138,,,7.60E+07
139,C4,4.00E-01,139,,,3.92E+07
140,C4,4.00E-01,140,,,3.94E+07
141,C4,4.00E-01,141,,,4.34E+07
142,C4,4.00E-01,142,,,4.02E+07
143,C4,4.00E-01,143,,,4.33E+07
144,C4,4.00E-01,144,,,4.73E+07
145,C4,4.00E-01,145,,,5.07E+07
146,C4,4.00E-01,146,,,2.87E+07
147,C4,4.00E-01,147,,,3.34E+07
148,C4,4.00E-01,148,,,5.97E+07
149,C4,4.00E-01,149,,,6.08E+07
150,C4,4.00E-01,150,,,4.12E+07
151,C4,4.00E-01,151,,,4.05E+07
152,C4,4.00E-01,152,,,7.41E+07
153,C4,4.00E-01,153,,,2.39E+07
154,C4,4.00E-01,154,,,4.47E+07
155,C4,4.00E-01,155,,,4.41E+07
156,C4,4.00E-01,156,,,5.21E+07
157,C4,4.00E-01,157,,,5.67E+07
158,C4,4.00E-01,158,,,3.84E+07
159,C4,4.00E-01,159,,,3.65E+07
160,C4,4.00E-01,160,,,4.55E+07
161,C4,4.00E-01,161,,,4.73E+07
162,C4,4.00E-01,162,,,3.32E+07
163,C4,4.00E-01,163,,,6.90E+07
164,C4,4.00E-01,164,,,3.42E+07
165,C4,4.00E-01,165,,,6.36E+07
166,C4,4.00E-01,166,,,4.95E+07
167,C4,4.00E-01,167,,,4.86E+07
168,C4,4.00E-01,168,,,3.45E+07
169,C4,4.00E-01,169,,,6.66E+07
170,C4,4.00E-01,170,,,4.74E+07
171,C4,4.00E-01,171,,,5.78E+07
172,C4,4.00E-01,172,,,4.69E+07
173,C4,4.00E-01,173,,,4.79E+07
174,C4,4.00E-01,174,,,3.15E+07
175,C4,4.00E-01,175,,,6.95E+07
176,C4,4.00E-01,176,,,2.45E+07
177,C4,4.00E-01,177,,,5.33E+07
178,C4,4.00E-01,178,,,5.31E+07
179,C4,4.00E-01,179,,,5.89E+07
180,C4,4.00E-01,180,,,5.20E+07
181,C4,4.00E-01,181,,,2.16E+07
182,C4,4.00E-01,182,,,5.94E+07
183,C4,4.00E-01,183,,,5.25E+07
184,C4,4.00E-01,184,,,5.85E+07
185,C4,4.00E-01,185,,,2.80E+07
186,C4,4.00E-01,186,,,7.61E+07
187,C4,4.00E-01,187,,,5.65E+07
188,C4,4.00E-01,188,,,2.65E+07
189,C4,4.00E-01,189,,,5.83E+07
190,C4,4.00E-01,190,,,6.25E+07
191,C4,4.00E-01,191,,,6.77E+07
192,C4,4.00E-01,192,,,4.83E+07
193,C4,4.00E-01,193,,,4.89E+07
194,C4,4.00E-01,194,,,4.73E+07
195,C4,4.00E-01,195,,,5.36E+07
196,C4,4.00E-01,196,,,5.80E+07
197,C4,4.00E-01,197,,,2.68E+07
198,C4,4.00E-01,198,,,2.47E+07
199,C4,4.00E-01,199,,,5.79E+07
200,C4,4.00E-01,200,,,6.50E+07
201,C4,4.89E-01,1,,,2.58E+08
202,C4,4.89E-01,2,,,3.83E+08
203,C4,4.89E-01,3,,,3.56E+08
204,C4,4.89E-01,4,,,3.79E+08
205,C4,4.89E-01,5,,,3.44E+08
206,C4,4.89E-01,6,,,5.04E+08
207,C4,4.89E-01,7,,,2.47E+08
208,C4,4.89E-01,8,,,3.72E+08
209,C4,4.89E-01,9,,,3.30E+08
210,C4,4.89E-01,10,,,2.17E+08
211,C4,4.89E-01,11,,,5.45E+08
212,C4,4.89E-01,12,,,4.64E+08
213,C4,4.89E-01,13,,,2.41E+08
214,C4,4.89E-01,14,,,3.77E+08
215,C4,4.89E-01,15,,,3.61E+08
216,C4,4.89E-01,16,,,2.98E+08
217,C4,4.89E-01,17,,,3.35E+08
218,C4,4.89E-01,18,,,5.82E+08
219,C4,4.89E-01,19,,,3.23E+08
220,C4,4.89E-01,20,,,3.42E+08
221,C4,4.89E-01,21,,,3.28E+08
222,C4,4.89E-01,22,,,5.66E+08
223,C4,4.89E-01,23,,,3.51E+08
224,C4,4.89E-01,24,,,1.99E+08
225,C4,4.89E-01,25,,,3.07E+08
226,C4,4.89E-01,26,,,5.03E+08
227,C4,4.89E-01,27,,,3.23E+08
228,C4,4.89E-01,28,,,2.66E+08
229,C4,4.89E-01,29,,,3.07E+08
230,C4,4.89E-01,30,,,5.49E+08
231,C4,4.89E-01,31,,,3.09E+08
232,C4,4.89E-01,32,,,4.45E+08
233,C4,4.89E-01,33,,,1.81E+08
234,C4,4.89E-01,34,,,2.59E+08
235,C4,4.89E-01,35,,,4.63E+08
236,C4,4.89E-01,36,,,4.45E+08
237,C4,4.89E-01,37,,,4.14E+08
238,C4,4.89E-01,38,,,3.96E+08
239,C4,4.89E-01,39,,,3.85E+08
240,C4,4.89E-01,40,,,4.10E+08
241,C4,4.89E-01,41,,,3.45E+08
242,C4,4.89E-01,42,,,4.08E+08
243,C4,4.89E-01,43,,,4.06E+08
244,C4,4.89E-01,44,,,4.38E+08
245,C4,4.89E-01,45,,,2.13E+08
246,C4,4.89E-01,46,,,2.22E+08
247,C4,4.89E-01,47,,,4.76E+08
248,C4,4.89E-01,48,,,2.89E+08
249,C4,4.89E-01,49,,,5.25E+08
250,C4,4.89E-01,50,,,3.76E+08
251,C4,4.89E-01,51,,,1.80E+08
252,C4,4.89E-01,52,,,3.35E+08
253,C4,4.89E-01,53,,,3.24E+08
254,C4,4.89E-01,54,,,2.70E+08
255,C4,4.89E-01,55,,,4.43E+08
256,C4,4.89E-01,56,,,3.14E+08
257,C4,4.89E-01,57,,,5.71E+08
258,C4,4.89E-01,58,,,2.34E+08
259,C4,4.89E-01,59,,,4.05E+08
260,C4,4.89E-01,60,,,2.47E+08
261,C4,4.89E-01,61,,,4.65E+08
262,C4,4.89E-01,62,,,3.52E+08
263,C4,4.89E-01,63,,,4.65E+08
264,C4,4.89E-01,64,,,4.40E+08
265,C4,4.89E-01,65,,,3.72E+08
266,C4,4.89E-01,66,,,4.33E+08
267,C4,4.89E-01,67,,,2.91E+08
268,C4,4.89E-01,68,,,4.72E+08
269,C4,4.89E-01,69,,,2.92E+08
270,C4,4.89E-01,70,,,4.30E+08
271,C4,4.89E-01,71,,,3.61E+08
272,C4,4.89E-01,72,,,4.37E+08
273,C4,4.89E-01,73,,,2.84E+08
274,C4,4.89E-01,74,,,3.13E+08
275,C4,4.89E-01,75,,,3.42E+08
276,C4,4.89E-01,76,,,2.38E+08
277,C4,4.89E-01,77,,,3.50E+08
278,C4,4.89E-01,78,,,4.11E+08
279,C4,4.89E-01,79,,,2.75E+08
280,C4,4.89E-01,80,,,4.42E+08
281,C4,4.89E-01,81,,,1.97E+08
282,C4,4.89E-01,82,,,1.76E+08
283,C4,4.89E-01,83,,,3.98E+08
284,C4,4.89E-01,84,,,4.35E+08
285,C4,4.89E-01,85,,,4.69E+08
286,C4,4.89E-01,86,,,4.31E+08
287,C4,4.89E-01,87,,,1.92E+08
288,C4,4.89E-01,88,,,4.42E+08
289,C4,4.89E-01,89,,,4.47E+08
290,C4,4.89E-01,90,,,4.27E+08
291,C4,4.89E-01,91,,,2.01E+08
292,C4,4.89E-01,92,,,4.57E+08
293,C4,4.89E-01,93,,,4.52E+08
294,C4,4.89E-01,94,,,1.98E+08
295,C4,4.89E-01,95,,,4.86E+08
296,C4,4.89E-01,96,,,3.05E+08
297,C4,4.89E-01,97,,,5.38E+08
298,C4,4.89E-01,98,,,2.74E+08
299,C4,4.89E-01,99,,,2.45E+08
300,C4,4.89E-01,100,,,3.92E+08
301,C4,4.89E-01,101,,,3.51E+08
302,C4,4.89E-01,102,,,3.44E+08
303,C4,4.89E-01,103,,,3.48E+08
304,C4,4.89E-01,104,,,3.49E+08
305,C4,4.89E-01,105,,,3.19E+08
306,C4,4.89E-01,106,,,3.15E+08
307,C4,4.89E-01,107,,,2.41E+08
308,C4,4.89E-01,108,,,2.72E+08
309,C4,4.89E-01,109,,,4.95E+08
310,C4,4.89E-01,110,,,2.53E+08
311,C4,4.89E-01,111,,,5.03E+08
312,C4,4.89E-01,112,,,3.11E+08
313,C4,4.89E-01,113,,,3.54E+08
314,C4,4.89E-01,114,,,4.88E+08
315,C4,4.89E-01,115,,,4.14E+08
316,C4,4.89E-01,116,,,2.93E+08
317,C4,4.89E-01,117,,,4.83E+08
318,C4,4.89E-01,118,,,3.84E+08
319,C4,4.89E-01,119,,,4.08E+08
320,C4,4.89E-01,120,,,2.77E+08
321,C4,4.89E-01,121,,,2.15E+08
322,C4,4.89E-01,122,,,3.87E+08
323,C4,4.89E-01,123,,,3.38E+08
324,C4,4.89E-01,124,,,3.37E+08
325,C4,4.89E-01,125,,,3.49E+08
326,C4,4.89E-01,126,,,4.57E+08
327,C4,4.89E-01,127,,,4.11E+08
328,C4,4.89E-01,128,,,3.03E+08
329,C4,4.89E-01,129,,,3.80E+08
330,C4,4.89E-01,130,,,3.23E+08
331,C4,4.89E-01,131,,,3.33E+08
332,C4,4.89E-01,132,,,5.04E+08
333,C4,4.89E-01,133,,,2.75E+08
334,C4,4.89E-01,134,,,4.89E+08
335,C4,4.89E-01,135,,,3.12E+08
336,C4,4.89E-01,136,,,5.72E+08
337,C4,4.89E-01,137,,,2.78E+08
338,C4,4.89E-01,138,,,4.73E+08
339,C4,4.89E-01,139,,,3.32E+08
340,C4,4.89E-01,140,,,2.83E+08
341,C4,4.89E-01,141,,,3.13E+08
342,C4,4.89E-01,142,,,3.42E+08
343,C4,4.89E-01,143,,,3.32E+08
344,C4,4.89E-01,144,,,3.51E+08
345,C4,4.89E-01,145,,,3.89E+08
346,C4,4.89E-01,146,,,1.94E+08
347,C4,4.89E-01,147,,,2.79E+08
348,C4,4.89E-01,148,,,4.11E+08
349,C4,4.89E-01,149,,,4.54E+08
350,C4,4.89E-01,150,,,3.21E+08
351,C4,4.89E-01,151,,,3.31E+08
352,C4,4.89E-01,152,,,4.00E+08
353,C4,4.89E-01,153,,,1.99E+08
354,C4,4.89E-01,154,,,3.47E+08
355,C4,4.89E-01,155,,,3.52E+08
356,C4,4.89E-01,156,,,3.66E+08
357,C4,4.89E-01,157,,,4.27E+08
358,C4,4.89E-01,158,,,3.17E+08
359,C4,4.89E-01,159,,,2.99E+08
360,C4,4.89E-01,160,,,3.57E+08
361,C4,4.89E-01,161,,,3.46E+08
362,C4,4.89E-01,162,,,2.73E+08
363,C4,4.89E-01,163,,,5.13E+08
364,C4,4.89E-01,164,,,2.83E+08
365,C4,4.89E-01,165,,,4.26E+08
366,C4,4.89E-01,166,,,3.93E+08
367,C4,4.89E-01,167,,,3.63E+08
368,C4,4.89E-01,168,,,2.84E+08
369,C4,4.89E-01,169,,,5.32E+08
370,C4,4.89E-01,170,,,3.70E+08
371,C4,4.89E-01,171,,,3.88E+08
372,C4,4.89E-01,172,,,3.68E+08
373,C4,4.89E-01,173,,,3.44E+08
374,C4,4.89E-01,174,,,2.34E+08
375,C4,4.89E-01,175,,,5.12E+08
376,C4,4.89E-01,176,,,1.88E+08
377,C4,4.89E-01,177,,,3.89E+08
378,C4,4.89E-01,178,,,3.86E+08
379,C4,4.89E-01,179,,,4.40E+08
380,C4,4.89E-01,180,,,3.70E+08
381,C4,4.89E-01,181,,,1.52E+08
382,C4,4.89E-01,182,,,4.57E+08
383,C4,4.89E-01,183,,,3.87E+08
384,C4,4.89E-01,184,,,3.94E+08
385,C4,4.89E-01,185,,,2.04E+08
386,C4,4.89E-01,186,,,5.87E+08
387,C4,4.89E-01,187,,,4.16E+08
388,C4,4.89E-01,188,,,2.03E+08
389,C4,4.89E-01,189,,,4.24E+08
390,C4,4.89E-01,190,,,4.37E+08
391,C4,4.89E-01,191,,,4.71E+08
392,C4,4.89E-01,192,,,3.98E+08
393,C4,4.89E-01,193,,,3.73E+08
394,C4,4.89E-01,194,,,3.60E+08
395,C4,4.89E-01,195,,,4.08E+08
396,C4,4.89E-01,196,,,4.01E+08
397,C4,4.89E-01,197,,,2.13E+08
398,C4,4.89E-01,198,,,1.67E+08
399,C4,4.89E-01,199,,,4.30E+08
400,C4,4.89E-01,200,,,4.43E+08
401,C4,5.78E-01,1,,,8.79E+08
402,C4,5.78E-01,2,,,1.04E+09
403,C4,5.78E-01,3,,,9.92E+08
404,C4,5.78E-01,4,,,1.04E+09
405,C4,5.78E-01,5,,,9.94E+08
406,C4,5.78E-01,6,,,1.25E+09
407,C4,5.78E-01,7,,,8.31E+08
408,C4,5.78E-01,8,,,1.03E+09
409,C4,5.78E-01,9,,,9.71E+08
410,C4,5.78E-01,10,,,8.33E+08
411,C4,5.78E-01,11,,,1.20E+09
412,C4,5.78E-01,12,,,1.17E+09
413,C4,5.78E-01,13,,,8.62E+08
414,C4,5.78E-01,14,,,1.02E+09
415,C4,5.78E-01,15,,,1.01E+09
416,C4,5.78E-01,16,,,9.50E+08
417,C4,5.78E-01,17,,,9.66E+08
418,C4,5.78E-01,18,,,1.29E+09
419,C4,5.78E-01,19,,,9.71E+08
420,C4,5.78E-01,20,,,9.49E+08
421,C4,5.78E-01,21,,,9.61E+08
423,C4,5.78E-01,23,,,9.91E+08
424,C4,5.78E-01,24,,,8.15E+08
425,C4,5.78E-01,25,,,9.23E+08
426,C4,5.78E-01,26,,,9.78E+08
427,C4,5.78E-01,27,,,9.35E+08
428,C4,5.78E-01,28,,,8.80E+08
429,C4,5.78E-01,29,,,9.16E+08
430,C4,5.78E-01,30,,,1.23E+09
431,C4,5.78E-01,31,,,9.45E+08
432,C4,5.78E-01,32,,,1.11E+09
433,C4,5.78E-01,33,,,7.79E+08
434,C4,5.78E-01,34,,,8.61E+08
435,C4,5.78E-01,35,,,1.13E+09
436,C4,5.78E-01,36,,,1.11E+09
437,C4,5.78E-01,37,,,1.06E+09
438,C4,5.78E-01,38,,,1.05E+09
439,C4,5.78E-01,39,,,1.07E+09
440,C4,5.78E-01,40,,,1.06E+09
441,C4,5.78E-01,41,,,1.03E+09
442,C4,5.78E-01,42,,,1.06E+09
443,C4,5.78E-01,43,,,1.11E+09
444,C4,5.78E-01,44,,,1.10E+09
445,C4,5.78E-01,45,,,8.23E+08
446,C4,5.78E-01,46,,,8.11E+08
447,C4,5.78E-01,47,,,1.15E+09
448,C4,5.78E-01,48,,,9.22E+08
449,C4,5.78E-01,49,,,1.24E+09
450,C4,5.78E-01,50,,,1.04E+09
451,C4,5.78E-01,51,,,7.66E+08
452,C4,5.78E-01,52,,,1.00E+09
453,C4,5.78E-01,53,,,9.50E+08
454,C4,5.78E-01,54,,,8.74E+08
455,C4,5.78E-01,55,,,1.15E+09
456,C4,5.78E-01,56,,,9.65E+08
457,C4,5.78E-01,57,,,1.01E+09
458,C4,5.78E-01,58,,,8.40E+08
459,C4,5.78E-01,59,,,1.09E+09
460,C4,5.78E-01,60,,,8.63E+08
461,C4,5.78E-01,61,,,1.17E+09
462,C4,5.78E-01,62,,,1.02E+09
463,C4,5.78E-01,63,,,1.20E+09
464,C4,5.78E-01,64,,,1.06E+09
465,C4,5.78E-01,65,,,1.04E+09
466,C4,5.78E-01,66,,,1.14E+09
467,C4,5.78E-01,67,,,9.02E+08
468,C4,5.78E-01,68,,,1.19E+09
469,C4,5.78E-01,69,,,8.93E+08
470,C4,5.78E-01,70,,,1.08E+09
471,C4,5.78E-01,71,,,1.01E+09
472,C4,5.78E-01,72,,,1.12E+09
473,C4,5.78E-01,73,,,8.87E+08
474,C4,5.78E-01,74,,,9.86E+08
475,C4,5.78E-01,75,,,9.85E+08
476,C4,5.78E-01,76,,,8.75E+08
477,C4,5.78E-01,77,,,9.98E+08
478,C4,5.78E-01,78,,,1.12E+09
479,C4,5.78E-01,79,,,8.75E+08
480,C4,5.78E-01,80,,,1.10E+09
481,C4,5.78E-01,81,,,7.78E+08
482,C4,5.78E-01,82,,,7.64E+08
483,C4,5.78E-01,83,,,1.09E+09
484,C4,5.78E-01,84,,,1.14E+09
485,C4,5.78E-01,85,,,1.11E+09
486,C4,5.78E-01,86,,,1.10E+09
487,C4,5.78E-01,87,,,7.89E+08
488,C4,5.78E-01,88,,,1.19E+09
489,C4,5.78E-01,89,,,1.09E+09
490,C4,5.78E-01,90,,,1.11E+09
491,C4,5.78E-01,91,,,7.96E+08
492,C4,5.78E-01,92,,,1.14E+09
493,C4,5.78E-01,93,,,1.12E+09
494,C4,5.78E-01,94,,,7.99E+08
495,C4,5.78E-01,95,,,1.12E+09
496,C4,5.78E-01,96,,,9.32E+08
497,C4,5.78E-01,97,,,1.28E+09
498,C4,5.78E-01,98,,,8.95E+08
499,C4,5.78E-01,99,,,8.23E+08
500,C4,5.78E-01,100,,,1.02E+09
501,C4,5.78E-01,101,,,1.01E+09
502,C4,5.78E-01,102,,,1.01E+09
503,C4,5.78E-01,103,,,9.64E+08
504,C4,5.78E-01,104,,,9.71E+08
505,C4,5.78E-01,105,,,9.68E+08
506,C4,5.78E-01,106,,,9.75E+08
507,C4,5.78E-01,107,,,8.74E+08
508,C4,5.78E-01,108,,,8.86E+08
509,C4,5.78E-01,109,,,1.20E+09
510,C4,5.78E-01,110,,,8.70E+08
511,C4,5.78E-01,111,,,1.21E+09
512,C4,5.78E-01,112,,,9.35E+08
513,C4,5.78E-01,113,,,9.94E+08
514,C4,5.78E-01,114,,,1.14E+09
515,C4,5.78E-01,115,,,1.13E+09
516,C4,5.78E-01,116,,,9.04E+08
517,C4,5.78E-01,117,,,9.85E+08
518,C4,5.78E-01,118,,,1.03E+09
519,C4,5.78E-01,119,,,1.04E+09
520,C4,5.78E-01,120,,,8.68E+08
521,C4,5.78E-01,121,,,8.33E+08
522,C4,5.78E-01,122,,,1.04E+09
523,C4,5.78E-01,123,,,1.04E+09
524,C4,5.78E-01,124,,,9.75E+08
525,C4,5.78E-01,125,,,9.77E+08
