Point,Corner,Vctrl,mc_iteration,Pass/Fail,/Vosc_buff,Freq
526,C4,5.78E-01,126,,,1.11E+09
527,C4,5.78E-01,127,,,1.15E+09
528,C4,5.78E-01,128,,,9.26E+08
529,C4,5.78E-01,129,,,1.00E+09
530,C4,5.78E-01,130,,,9.54E+08
531,C4,5.78E-01,131,,,9.85E+08
532,C4,5.78E-01,132,,,1.21E+09
533,C4,5.78E-01,133,,,8.95E+08
534,C4,5.78E-01,134,,,9.92E+08
535,C4,5.78E-01,135,,,9.22E+08
536,C4,5.78E-01,136,,,1.26E+09
537,C4,5.78E-01,137,,,8.90E+08
538,C4,5.78E-01,138,,,1.22E+09
539,C4,5.78E-01,139,,,9.49E+08
540,C4,5.78E-01,140,,,9.18E+08
541,C4,5.78E-01,141,,,9.90E+08
542,C4,5.78E-01,142,,,9.67E+08
543,C4,5.78E-01,143,,,9.77E+08
544,C4,5.78E-01,144,,,1.03E+09
545,C4,5.78E-01,145,,,1.04E+09
546,C4,5.78E-01,146,,,8.00E+08
547,C4,5.78E-01,147,,,8.94E+08
548,C4,5.78E-01,148,,,1.12E+09
549,C4,5.78E-01,149,,,1.11E+09
550,C4,5.78E-01,150,,,9.77E+08
551,C4,5.78E-01,151,,,9.44E+08
552,C4,5.78E-01,152,,,9.11E+08
553,C4,5.78E-01,153,,,7.75E+08
554,C4,5.78E-01,154,,,1.01E+09
555,C4,5.78E-01,155,,,9.78E+08
556,C4,5.78E-01,156,,,1.07E+09
557,C4,5.78E-01,157,,,1.08E+09
558,C4,5.78E-01,158,,,9.22E+08
559,C4,5.78E-01,159,,,9.27E+08
560,C4,5.78E-01,160,,,9.99E+08
561,C4,5.78E-01,161,,,1.04E+09
562,C4,5.78E-01,162,,,8.73E+08
563,C4,5.78E-01,163,,,1.18E+09
564,C4,5.78E-01,164,,,8.93E+08
565,C4,5.78E-01,165,,,1.14E+09
566,C4,5.78E-01,166,,,1.04E+09
567,C4,5.78E-01,167,,,9.96E+08
568,C4,5.78E-01,168,,,8.93E+08
569,C4,5.78E-01,169,,,1.16E+09
570,C4,5.78E-01,170,,,1.02E+09
571,C4,5.78E-01,171,,,1.13E+09
572,C4,5.78E-01,172,,,1.01E+09
573,C4,5.78E-01,173,,,1.04E+09
574,C4,5.78E-01,174,,,8.51E+08
575,C4,5.78E-01,175,,,1.18E+09
576,C4,5.78E-01,176,,,7.70E+08
577,C4,5.78E-01,177,,,1.07E+09
578,C4,5.78E-01,178,,,1.06E+09
579,C4,5.78E-01,179,,,1.12E+09
580,C4,5.78E-01,180,,,1.06E+09
581,C4,5.78E-01,181,,,7.14E+08
582,C4,5.78E-01,182,,,1.10E+09
583,C4,5.78E-01,183,,,1.07E+09
584,C4,5.78E-01,184,,,1.10E+09
585,C4,5.78E-01,185,,,8.09E+08
586,C4,5.78E-01,186,,,1.21E+09
587,C4,5.78E-01,187,,,1.10E+09
588,C4,5.78E-01,188,,,8.02E+08
589,C4,5.78E-01,189,,,1.11E+09
590,C4,5.78E-01,190,,,1.12E+09
591,C4,5.78E-01,191,,,1.17E+09
592,C4,5.78E-01,192,,,1.04E+09
593,C4,5.78E-01,193,,,1.03E+09
594,C4,5.78E-01,194,,,1.03E+09
595,C4,5.78E-01,195,,,1.05E+09
596,C4,5.78E-01,196,,,1.11E+09
597,C4,5.78E-01,197,,,8.06E+08
598,C4,5.78E-01,198,,,7.50E+08
599,C4,5.78E-01,199,,,1.10E+09
600,C4,5.78E-01,200,,,1.15E+09
601,C4,6.67E-01,1,,,1.33E+09
602,C4,6.67E-01,2,,,1.52E+09
603,C4,6.67E-01,3,,,1.47E+09
604,C4,6.67E-01,4,,,1.51E+09
605,C4,6.67E-01,5,,,1.47E+09
606,C4,6.67E-01,6,,,1.77E+09
607,C4,6.67E-01,7,,,1.25E+09
608,C4,6.67E-01,8,,,1.50E+09
609,C4,6.67E-01,9,,,1.44E+09
610,C4,6.67E-01,10,,,1.28E+09
611,C4,6.67E-01,11,,,1.71E+09
612,C4,6.67E-01,12,,,1.67E+09
613,C4,6.67E-01,13,,,1.32E+09
614,C4,6.67E-01,14,,,1.49E+09
615,C4,6.67E-01,15,,,1.49E+09
616,C4,6.67E-01,16,,,1.41E+09
617,C4,6.67E-01,17,,,1.44E+09
618,C4,6.67E-01,18,,,1.81E+09
619,C4,6.67E-01,19,,,1.44E+09
620,C4,6.67E-01,20,,,1.41E+09
621,C4,6.67E-01,21,,,1.42E+09
622,C4,6.67E-01,22,,,1.62E+09
623,C4,6.67E-01,23,,,1.46E+09
624,C4,6.67E-01,24,,,1.27E+09
625,C4,6.67E-01,25,,,1.37E+09
626,C4,6.67E-01,26,,,1.78E+09
627,C4,6.67E-01,27,,,1.39E+09
628,C4,6.67E-01,28,,,1.32E+09
629,C4,6.67E-01,29,,,1.38E+09
630,C4,6.67E-01,30,,,1.74E+09
631,C4,6.67E-01,31,,,1.41E+09
632,C4,6.67E-01,32,,,1.61E+09
633,C4,6.67E-01,33,,,1.23E+09
634,C4,6.67E-01,34,,,1.30E+09
635,C4,6.67E-01,35,,,1.62E+09
636,C4,6.67E-01,36,,,1.61E+09
637,C4,6.67E-01,37,,,1.53E+09
638,C4,6.67E-01,38,,,1.53E+09
639,C4,6.67E-01,39,,,1.54E+09
640,C4,6.67E-01,40,,,1.55E+09
641,C4,6.67E-01,41,,,1.51E+09
642,C4,6.67E-01,42,,,1.54E+09
643,C4,6.67E-01,43,,,1.59E+09
644,C4,6.67E-01,44,,,1.60E+09
645,C4,6.67E-01,45,,,1.27E+09
646,C4,6.67E-01,46,,,1.24E+09
647,C4,6.67E-01,47,,,1.65E+09
648,C4,6.67E-01,48,,,1.38E+09
649,C4,6.67E-01,49,,,1.76E+09
650,C4,6.67E-01,50,,,1.53E+09
651,C4,6.67E-01,51,,,1.19E+09
652,C4,6.67E-01,52,,,1.48E+09
653,C4,6.67E-01,53,,,1.38E+09
654,C4,6.67E-01,54,,,1.32E+09
655,C4,6.67E-01,55,,,1.65E+09
656,C4,6.67E-01,56,,,1.44E+09
657,C4,6.67E-01,57,,,1.81E+09
658,C4,6.67E-01,58,,,1.28E+09
659,C4,6.67E-01,59,,,1.58E+09
660,C4,6.67E-01,60,,,1.32E+09
661,C4,6.67E-01,61,,,1.68E+09
662,C4,6.67E-01,62,,,1.50E+09
663,C4,6.67E-01,63,,,1.69E+09
664,C4,6.67E-01,64,,,1.56E+09
665,C4,6.67E-01,65,,,1.52E+09
666,C4,6.67E-01,66,,,1.65E+09
667,C4,6.67E-01,67,,,1.35E+09
668,C4,6.67E-01,68,,,1.70E+09
669,C4,6.67E-01,69,,,1.35E+09
670,C4,6.67E-01,70,,,1.54E+09
671,C4,6.67E-01,71,,,1.49E+09
672,C4,6.67E-01,72,,,1.62E+09
673,C4,6.67E-01,73,,,1.34E+09
674,C4,6.67E-01,74,,,1.45E+09
675,C4,6.67E-01,75,,,1.45E+09
676,C4,6.67E-01,76,,,1.34E+09
677,C4,6.67E-01,77,,,1.47E+09
678,C4,6.67E-01,78,,,1.62E+09
679,C4,6.67E-01,79,,,1.32E+09
680,C4,6.67E-01,80,,,1.59E+09
681,C4,6.67E-01,81,,,1.20E+09
682,C4,6.67E-01,82,,,1.20E+09
683,C4,6.67E-01,83,,,1.59E+09
684,C4,6.67E-01,84,,,1.63E+09
685,C4,6.67E-01,85,,,1.60E+09
686,C4,6.67E-01,86,,,1.59E+09
687,C4,6.67E-01,87,,,1.23E+09
688,C4,6.67E-01,88,,,1.69E+09
689,C4,6.67E-01,89,,,1.57E+09
690,C4,6.67E-01,90,,,1.60E+09
691,C4,6.67E-01,91,,,1.23E+09
692,C4,6.67E-01,92,,,1.63E+09
693,C4,6.67E-01,93,,,1.63E+09
694,C4,6.67E-01,94,,,1.24E+09
695,C4,6.67E-01,95,,,1.60E+09
696,C4,6.67E-01,96,,,1.39E+09
697,C4,6.67E-01,97,,,1.80E+09
698,C4,6.67E-01,98,,,1.36E+09
699,C4,6.67E-01,99,,,1.24E+09
700,C4,6.67E-01,100,,,1.49E+09
701,C4,6.67E-01,101,,,1.47E+09
702,C4,6.67E-01,102,,,1.48E+09
703,C4,6.67E-01,103,,,1.44E+09
704,C4,6.67E-01,104,,,1.44E+09
705,C4,6.67E-01,105,,,1.42E+09
706,C4,6.67E-01,106,,,1.45E+09
707,C4,6.67E-01,107,,,1.34E+09
708,C4,6.67E-01,108,,,1.34E+09
709,C4,6.67E-01,109,,,1.71E+09
710,C4,6.67E-01,110,,,1.33E+09
711,C4,6.67E-01,111,,,1.73E+09
712,C4,6.67E-01,112,,,1.40E+09
713,C4,6.67E-01,113,,,1.45E+09
714,C4,6.67E-01,114,,,1.65E+09
715,C4,6.67E-01,115,,,1.63E+09
716,C4,6.67E-01,116,,,1.35E+09
717,C4,6.67E-01,117,,,1.82E+09
718,C4,6.67E-01,118,,,1.52E+09
719,C4,6.67E-01,119,,,1.50E+09
720,C4,6.67E-01,120,,,1.30E+09
721,C4,6.67E-01,121,,,1.29E+09
722,C4,6.67E-01,122,,,1.53E+09
723,C4,6.67E-01,123,,,1.52E+09
724,C4,6.67E-01,124,,,1.45E+09
725,C4,6.67E-01,125,,,1.43E+09
726,C4,6.67E-01,126,,,1.61E+09
727,C4,6.67E-01,127,,,1.66E+09
728,C4,6.67E-01,128,,,1.39E+09
729,C4,6.67E-01,129,,,1.46E+09
730,C4,6.67E-01,130,,,1.40E+09
731,C4,6.67E-01,131,,,1.46E+09
732,C4,6.67E-01,132,,,1.73E+09
733,C4,6.67E-01,133,,,1.35E+09
734,C4,6.67E-01,134,,,1.82E+09
735,C4,6.67E-01,135,,,1.37E+09
736,C4,6.67E-01,136,,,1.78E+09
737,C4,6.67E-01,137,,,1.35E+09
738,C4,6.67E-01,138,,,1.73E+09
739,C4,6.67E-01,139,,,1.40E+09
740,C4,6.67E-01,140,,,1.39E+09
741,C4,6.67E-01,141,,,1.47E+09
742,C4,6.67E-01,142,,,1.41E+09
743,C4,6.67E-01,143,,,1.45E+09
744,C4,6.67E-01,144,,,1.51E+09
745,C4,6.67E-01,145,,,1.52E+09
746,C4,6.67E-01,146,,,1.24E+09
747,C4,6.67E-01,147,,,1.34E+09
748,C4,6.67E-01,148,,,1.63E+09
749,C4,6.67E-01,149,,,1.61E+09
750,C4,6.67E-01,150,,,1.44E+09
751,C4,6.67E-01,151,,,1.41E+09
752,C4,6.67E-01,152,,,1.73E+09
753,C4,6.67E-01,153,,,1.19E+09
754,C4,6.67E-01,154,,,1.48E+09
755,C4,6.67E-01,155,,,1.45E+09
756,C4,6.67E-01,156,,,1.56E+09
757,C4,6.67E-01,157,,,1.58E+09
758,C4,6.67E-01,158,,,1.38E+09
759,C4,6.67E-01,159,,,1.38E+09
760,C4,6.67E-01,160,,,1.47E+09
761,C4,6.67E-01,161,,,1.51E+09
762,C4,6.67E-01,162,,,1.32E+09
763,C4,6.67E-01,163,,,1.68E+09
764,C4,6.67E-01,164,,,1.34E+09
765,C4,6.67E-01,165,,,1.65E+09
766,C4,6.67E-01,166,,,1.52E+09
767,C4,6.67E-01,167,,,1.48E+09
768,C4,6.67E-01,168,,,1.35E+09
769,C4,6.67E-01,169,,,1.65E+09
770,C4,6.67E-01,170,,,1.49E+09
771,C4,6.67E-01,171,,,1.60E+09
772,C4,6.67E-01,172,,,1.49E+09
773,C4,6.67E-01,173,,,1.52E+09
774,C4,6.67E-01,174,,,1.30E+09
775,C4,6.67E-01,175,,,1.68E+09
776,C4,6.67E-01,176,,,1.19E+09
777,C4,6.67E-01,177,,,1.56E+09
778,C4,6.67E-01,178,,,1.55E+09
779,C4,6.67E-01,179,,,1.60E+09
780,C4,6.67E-01,180,,,1.55E+09
781,C4,6.67E-01,181,,,1.14E+09
782,C4,6.67E-01,182,,,1.59E+09
783,C4,6.67E-01,183,,,1.55E+09
784,C4,6.67E-01,184,,,1.60E+09
785,C4,6.67E-01,185,,,1.25E+09
786,C4,6.67E-01,186,,,1.72E+09
787,C4,6.67E-01,187,,,1.59E+09
788,C4,6.67E-01,188,,,1.24E+09
789,C4,6.67E-01,189,,,1.60E+09
790,C4,6.67E-01,190,,,1.63E+09
791,C4,6.67E-01,191,,,1.67E+09
792,C4,6.67E-01,192,,,1.49E+09
793,C4,6.67E-01,193,,,1.51E+09
794,C4,6.67E-01,194,,,1.50E+09
795,C4,6.67E-01,195,,,1.54E+09
796,C4,6.67E-01,196,,,1.60E+09
797,C4,6.67E-01,197,,,1.23E+09
798,C4,6.67E-01,198,,,1.19E+09
799,C4,6.67E-01,199,,,1.59E+09
800,C4,6.67E-01,200,,,1.66E+09
801,C4,7.56E-01,1,,,1.74E+09
802,C4,7.56E-01,2,,,1.94E+09
803,C4,7.56E-01,3,,,1.92E+09
804,C4,7.56E-01,4,,,1.93E+09
805,C4,7.56E-01,5,,,1.92E+09
806,C4,7.56E-01,6,,,2.23E+09
807,C4,7.56E-01,7,,,1.63E+09
808,C4,7.56E-01,8,,,1.92E+09
809,C4,7.56E-01,9,,,1.88E+09
810,C4,7.56E-01,10,,,1.69E+09
811,C4,7.56E-01,11,,,2.17E+09
812,C4,7.56E-01,12,,,2.12E+09
813,C4,7.56E-01,13,,,1.72E+09
814,C4,7.56E-01,14,,,1.91E+09
815,C4,7.56E-01,15,,,1.94E+09
816,C4,7.56E-01,16,,,1.82E+09
817,C4,7.56E-01,17,,,1.86E+09
818,C4,7.56E-01,18,,,2.29E+09
819,C4,7.56E-01,19,,,1.86E+09
820,C4,7.56E-01,20,,,1.83E+09
821,C4,7.56E-01,21,,,1.84E+09
822,C4,7.56E-01,22,,,2.42E+09
823,C4,7.56E-01,23,,,1.88E+09
824,C4,7.56E-01,24,,,1.69E+09
825,C4,7.56E-01,25,,,1.78E+09
826,C4,7.56E-01,26,,,2.25E+09
827,C4,7.56E-01,27,,,1.81E+09
828,C4,7.56E-01,28,,,1.72E+09
829,C4,7.56E-01,29,,,1.79E+09
830,C4,7.56E-01,30,,,2.19E+09
831,C4,7.56E-01,31,,,1.82E+09
832,C4,7.56E-01,32,,,2.06E+09
833,C4,7.56E-01,33,,,1.63E+09
834,C4,7.56E-01,34,,,1.70E+09
835,C4,7.56E-01,35,,,2.05E+09
836,C4,7.56E-01,36,,,2.07E+09
837,C4,7.56E-01,37,,,1.96E+09
838,C4,7.56E-01,38,,,1.97E+09
839,C4,7.56E-01,39,,,1.97E+09
840,C4,7.56E-01,40,,,2.00E+09
841,C4,7.56E-01,41,,,1.95E+09
842,C4,7.56E-01,42,,,1.98E+09
843,C4,7.56E-01,43,,,2.03E+09
844,C4,7.56E-01,44,,,2.04E+09
845,C4,7.56E-01,45,,,1.68E+09
846,C4,7.56E-01,46,,,1.63E+09
847,C4,7.56E-01,47,,,2.09E+09
848,C4,7.56E-01,48,,,1.81E+09
849,C4,7.56E-01,49,,,2.23E+09
850,C4,7.56E-01,50,,,1.96E+09
851,C4,7.56E-01,51,,,1.58E+09
852,C4,7.56E-01,52,,,1.91E+09
853,C4,7.56E-01,53,,,1.77E+09
854,C4,7.56E-01,54,,,1.72E+09
855,C4,7.56E-01,55,,,2.12E+09
856,C4,7.56E-01,56,,,1.86E+09
857,C4,7.56E-01,57,,,2.29E+09
858,C4,7.56E-01,58,,,1.67E+09
859,C4,7.56E-01,59,,,2.03E+09
860,C4,7.56E-01,60,,,1.74E+09
861,C4,7.56E-01,61,,,2.14E+09
862,C4,7.56E-01,62,,,1.93E+09
863,C4,7.56E-01,63,,,2.11E+09
864,C4,7.56E-01,64,,,2.01E+09
865,C4,7.56E-01,65,,,1.95E+09
866,C4,7.56E-01,66,,,2.12E+09
867,C4,7.56E-01,67,,,1.76E+09
868,C4,7.56E-01,68,,,2.17E+09
869,C4,7.56E-01,69,,,1.75E+09
870,C4,7.56E-01,70,,,1.95E+09
871,C4,7.56E-01,71,,,1.92E+09
872,C4,7.56E-01,72,,,2.08E+09
873,C4,7.56E-01,73,,,1.74E+09
874,C4,7.56E-01,74,,,1.87E+09
875,C4,7.56E-01,75,,,1.88E+09
876,C4,7.56E-01,76,,,1.76E+09
877,C4,7.56E-01,77,,,1.90E+09
878,C4,7.56E-01,78,,,2.08E+09
879,C4,7.56E-01,79,,,1.72E+09
880,C4,7.56E-01,80,,,2.02E+09
881,C4,7.56E-01,81,,,1.58E+09
882,C4,7.56E-01,82,,,1.59E+09
883,C4,7.56E-01,83,,,2.05E+09
884,C4,7.56E-01,84,,,2.08E+09
885,C4,7.56E-01,85,,,2.05E+09
886,C4,7.56E-01,86,,,2.02E+09
887,C4,7.56E-01,87,,,1.62E+09
888,C4,7.56E-01,88,,,2.13E+09
889,C4,7.56E-01,89,,,2.02E+09
890,C4,7.56E-01,90,,,2.04E+09
891,C4,7.56E-01,91,,,1.63E+09
892,C4,7.56E-01,92,,,2.07E+09
893,C4,7.56E-01,93,,,2.10E+09
894,C4,7.56E-01,94,,,1.63E+09
895,C4,7.56E-01,95,,,2.04E+09
896,C4,7.56E-01,96,,,1.80E+09
897,C4,7.56E-01,97,,,2.27E+09
898,C4,7.56E-01,98,,,1.78E+09
899,C4,7.56E-01,99,,,1.61E+09
900,C4,7.56E-01,100,,,1.92E+09
901,C4,7.56E-01,101,,,1.88E+09
902,C4,7.56E-01,102,,,1.91E+09
903,C4,7.56E-01,103,,,1.87E+09
904,C4,7.56E-01,104,,,1.86E+09
905,C4,7.56E-01,105,,,1.83E+09
906,C4,7.56E-01,106,,,1.87E+09
907,C4,7.56E-01,107,,,1.76E+09
908,C4,7.56E-01,108,,,1.74E+09
909,C4,7.56E-01,109,,,2.16E+09
910,C4,7.56E-01,110,,,1.75E+09
911,C4,7.56E-01,111,,,2.20E+09
912,C4,7.56E-01,112,,,1.83E+09
913,C4,7.56E-01,113,,,1.87E+09
914,C4,7.56E-01,114,,,2.11E+09
915,C4,7.56E-01,115,,,2.08E+09
916,C4,7.56E-01,116,,,1.75E+09
917,C4,7.56E-01,117,,,2.28E+09
918,C4,7.56E-01,118,,,1.96E+09
919,C4,7.56E-01,119,,,1.92E+09
920,C4,7.56E-01,120,,,1.69E+09
921,C4,7.56E-01,121,,,1.69E+09
922,C4,7.56E-01,122,,,1.97E+09
923,C4,7.56E-01,123,,,1.96E+09
924,C4,7.56E-01,124,,,1.88E+09
925,C4,7.56E-01,125,,,1.84E+09
926,C4,7.56E-01,126,,,2.06E+09
927,C4,7.56E-01,127,,,2.11E+09
928,C4,7.56E-01,128,,,1.82E+09
929,C4,7.56E-01,129,,,1.87E+09
930,C4,7.56E-01,130,,,1.79E+09
931,C4,7.56E-01,131,,,1.89E+09
932,C4,7.56E-01,132,,,2.20E+09
933,C4,7.56E-01,133,,,1.77E+09
934,C4,7.56E-01,134,,,2.29E+09
935,C4,7.56E-01,135,,,1.77E+09
936,C4,7.56E-01,136,,,2.26E+09
937,C4,7.56E-01,137,,,1.76E+09
938,C4,7.56E-01,138,,,2.20E+09
939,C4,7.56E-01,139,,,1.81E+09
940,C4,7.56E-01,140,,,1.81E+09
941,C4,7.56E-01,141,,,1.90E+09
942,C4,7.56E-01,142,,,1.82E+09
943,C4,7.56E-01,143,,,1.88E+09
944,C4,7.56E-01,144,,,1.93E+09
945,C4,7.56E-01,145,,,1.96E+09
946,C4,7.56E-01,146,,,1.65E+09
947,C4,7.56E-01,147,,,1.74E+09
948,C4,7.56E-01,148,,,2.08E+09
949,C4,7.56E-01,149,,,2.06E+09
950,C4,7.56E-01,150,,,1.86E+09
951,C4,7.56E-01,151,,,1.83E+09
952,C4,7.56E-01,152,,,2.19E+09
953,C4,7.56E-01,153,,,1.56E+09
954,C4,7.56E-01,154,,,1.90E+09
955,C4,7.56E-01,155,,,1.88E+09
956,C4,7.56E-01,156,,,2.00E+09
957,C4,7.56E-01,157,,,2.03E+09
958,C4,7.56E-01,158,,,1.80E+09
959,C4,7.56E-01,159,,,1.79E+09
960,C4,7.56E-01,160,,,1.90E+09
961,C4,7.56E-01,161,,,1.93E+09
962,C4,7.56E-01,162,,,1.73E+09
963,C4,7.56E-01,163,,,2.13E+09
964,C4,7.56E-01,164,,,1.75E+09
965,C4,7.56E-01,165,,,2.11E+09
966,C4,7.56E-01,166,,,1.94E+09
967,C4,7.56E-01,167,,,1.93E+09
968,C4,7.56E-01,168,,,1.75E+09
969,C4,7.56E-01,169,,,2.10E+09
970,C4,7.56E-01,170,,,1.92E+09
971,C4,7.56E-01,171,,,2.02E+09
972,C4,7.56E-01,172,,,1.92E+09
973,C4,7.56E-01,173,,,1.95E+09
974,C4,7.56E-01,174,,,1.71E+09
975,C4,7.56E-01,175,,,2.14E+09
976,C4,7.56E-01,176,,,1.57E+09
977,C4,7.56E-01,177,,,1.99E+09
978,C4,7.56E-01,178,,,1.99E+09
979,C4,7.56E-01,179,,,2.03E+09
980,C4,7.56E-01,180,,,2.00E+09
981,C4,7.56E-01,181,,,1.53E+09
982,C4,7.56E-01,182,,,2.04E+09
983,C4,7.56E-01,183,,,1.99E+09
984,C4,7.56E-01,184,,,2.06E+09
985,C4,7.56E-01,185,,,1.64E+09
986,C4,7.56E-01,186,,,2.19E+09
987,C4,7.56E-01,187,,,2.03E+09
988,C4,7.56E-01,188,,,1.64E+09
989,C4,7.56E-01,189,,,2.04E+09
990,C4,7.56E-01,190,,,2.09E+09
991,C4,7.56E-01,191,,,2.11E+09
992,C4,7.56E-01,192,,,1.91E+09
993,C4,7.56E-01,193,,,1.95E+09
994,C4,7.56E-01,194,,,1.93E+09
995,C4,7.56E-01,195,,,1.99E+09
996,C4,7.56E-01,196,,,2.05E+09
997,C4,7.56E-01,197,,,1.62E+09
998,C4,7.56E-01,198,,,1.59E+09
999,C4,7.56E-01,199,,,2.04E+09
1.00E+03,C4,7.56E-01,200,,,2.11E+09
1.00E+03,C4,8.44E-01,1,,,2.10E+09
1.00E+03,C4,8.44E-01,2,,,2.32E+09
1.00E+03,C4,8.44E-01,3,,,2.31E+09
1.00E+03,C4,8.44E-01,4,,,2.31E+09
1.01E+03,C4,8.44E-01,5,,,2.31E+09
1.01E+03,C4,8.44E-01,6,,,2.63E+09
1.01E+03,C4,8.44E-01,7,,,1.98E+09
1.01E+03,C4,8.44E-01,8,,,2.29E+09
1.01E+03,C4,8.44E-01,9,,,2.27E+09
1.01E+03,C4,8.44E-01,10,,,2.06E+09
1.01E+03,C4,8.44E-01,11,,,2.58E+09
1.01E+03,C4,8.44E-01,12,,,2.52E+09
1.01E+03,C4,8.44E-01,13,,,2.08E+09
1.01E+03,C4,8.44E-01,14,,,2.29E+09
1.02E+03,C4,8.44E-01,15,,,2.33E+09
1.02E+03,C4,8.44E-01,16,,,2.19E+09
1.02E+03,C4,8.44E-01,17,,,2.24E+09
1.02E+03,C4,8.44E-01,18,,,2.70E+09
1.02E+03,C4,8.44E-01,19,,,2.24E+09
1.02E+03,C4,8.44E-01,20,,,2.21E+09
1.02E+03,C4,8.44E-01,21,,,2.21E+09
1.02E+03,C4,8.44E-01,22,,,2.87E+09
1.02E+03,C4,8.44E-01,23,,,2.27E+09
1.02E+03,C4,8.44E-01,24,,,2.06E+09
1.03E+03,C4,8.44E-01,25,,,2.15E+09
1.03E+03,C4,8.44E-01,26,,,2.68E+09
1.03E+03,C4,8.44E-01,27,,,2.18E+09
1.03E+03,C4,8.44E-01,28,,,2.08E+09
1.03E+03,C4,8.44E-01,29,,,2.17E+09
1.03E+03,C4,8.44E-01,30,,,2.60E+09
1.03E+03,C4,8.44E-01,31,,,2.20E+09
1.03E+03,C4,8.44E-01,32,,,2.46E+09
1.03E+03,C4,8.44E-01,33,,,1.99E+09
1.03E+03,C4,8.44E-01,34,,,2.07E+09
1.04E+03,C4,8.44E-01,35,,,2.45E+09
1.04E+03,C4,8.44E-01,36,,,2.48E+09
1.04E+03,C4,8.44E-01,37,,,2.34E+09
1.04E+03,C4,8.44E-01,38,,,2.36E+09
1.04E+03,C4,8.44E-01,39,,,2.36E+09
