Point,Corner,Vctrl,mc_iteration,Pass/Fail,/Vosc_buff,Freq
1.50E+03,C4,1.022,99,,,2.55E+09
1.50E+03,C4,1.022,100,,,2.96E+09
1.50E+03,C4,1.022,101,,,2.89E+09
1.50E+03,C4,1.022,102,,,2.95E+09
1.50E+03,C4,1.022,103,,,2.91E+09
1.50E+03,C4,1.022,104,,,2.88E+09
1.51E+03,C4,1.022,105,,,2.83E+09
1.51E+03,C4,1.022,106,,,2.90E+09
1.51E+03,C4,1.022,107,,,2.78E+09
1.51E+03,C4,1.022,108,,,2.74E+09
1.51E+03,C4,1.022,109,,,3.25E+09
1.51E+03,C4,1.022,110,,,2.78E+09
1.51E+03,C4,1.022,111,,,3.33E+09
1.51E+03,C4,1.022,112,,,2.87E+09
1.51E+03,C4,1.022,113,,,2.88E+09
1.51E+03,C4,1.022,114,,,3.22E+09
1.52E+03,C4,1.022,115,,,3.15E+09
1.52E+03,C4,1.022,116,,,2.73E+09
1.52E+03,C4,1.022,117,,,3.40E+09
1.52E+03,C4,1.022,118,,,3.03E+09
1.52E+03,C4,1.022,119,,,2.93E+09
1.52E+03,C4,1.022,120,,,2.65E+09
1.52E+03,C4,1.022,121,,,2.70E+09
1.52E+03,C4,1.022,122,,,3.03E+09
1.52E+03,C4,1.022,123,,,3.01E+09
1.52E+03,C4,1.022,124,,,2.93E+09
1.53E+03,C4,1.022,125,,,2.83E+09
1.53E+03,C4,1.022,126,,,3.15E+09
1.53E+03,C4,1.022,127,,,3.18E+09
1.53E+03,C4,1.022,128,,,2.85E+09
1.53E+03,C4,1.022,129,,,2.88E+09
1.53E+03,C4,1.022,130,,,2.77E+09
1.53E+03,C4,1.022,131,,,2.94E+09
1.53E+03,C4,1.022,132,,,3.32E+09
1.53E+03,C4,1.022,133,,,2.79E+09
1.53E+03,C4,1.022,134,,,3.41E+09
1.54E+03,C4,1.022,135,,,2.76E+09
1.54E+03,C4,1.022,136,,,3.40E+09
1.54E+03,C4,1.022,137,,,2.79E+09
1.54E+03,C4,1.022,138,,,3.30E+09
1.54E+03,C4,1.022,139,,,2.81E+09
1.54E+03,C4,1.022,140,,,2.85E+09
1.54E+03,C4,1.022,141,,,2.95E+09
1.54E+03,C4,1.022,142,,,2.81E+09
1.54E+03,C4,1.022,143,,,2.93E+09
1.54E+03,C4,1.022,144,,,2.98E+09
1.55E+03,C4,1.022,145,,,3.02E+09
1.55E+03,C4,1.022,146,,,2.62E+09
1.55E+03,C4,1.022,147,,,2.72E+09
1.55E+03,C4,1.022,148,,,3.15E+09
1.55E+03,C4,1.022,149,,,3.16E+09
1.55E+03,C4,1.022,150,,,2.87E+09
1.55E+03,C4,1.022,151,,,2.86E+09
1.55E+03,C4,1.022,152,,,3.31E+09
1.55E+03,C4,1.022,153,,,2.50E+09
1.55E+03,C4,1.022,154,,,2.93E+09
1.56E+03,C4,1.022,155,,,2.92E+09
1.56E+03,C4,1.022,156,,,3.05E+09
1.56E+03,C4,1.022,157,,,3.10E+09
1.56E+03,C4,1.022,158,,,2.82E+09
1.56E+03,C4,1.022,159,,,2.78E+09
1.56E+03,C4,1.022,160,,,2.93E+09
1.56E+03,C4,1.022,161,,,2.95E+09
1.56E+03,C4,1.022,162,,,2.73E+09
1.56E+03,C4,1.022,163,,,3.21E+09
1.56E+03,C4,1.022,164,,,2.74E+09
1.57E+03,C4,1.022,165,,,3.22E+09
1.57E+03,C4,1.022,166,,,2.98E+09
1.57E+03,C4,1.022,167,,,3.01E+09
1.57E+03,C4,1.022,168,,,2.76E+09
1.57E+03,C4,1.022,169,,,3.15E+09
1.57E+03,C4,1.022,170,,,2.96E+09
1.57E+03,C4,1.022,171,,,3.03E+09
1.57E+03,C4,1.022,172,,,2.96E+09
1.57E+03,C4,1.022,173,,,2.98E+09
1.57E+03,C4,1.022,174,,,2.71E+09
1.58E+03,C4,1.022,175,,,3.23E+09
1.58E+03,C4,1.022,176,,,2.50E+09
1.58E+03,C4,1.022,177,,,3.05E+09
1.58E+03,C4,1.022,178,,,3.08E+09
1.58E+03,C4,1.022,179,,,3.08E+09
1.58E+03,C4,1.022,180,,,3.07E+09
1.58E+03,C4,1.022,181,,,2.48E+09
1.58E+03,C4,1.022,182,,,3.13E+09
1.58E+03,C4,1.022,183,,,3.04E+09
1.58E+03,C4,1.022,184,,,3.15E+09
1.59E+03,C4,1.022,185,,,2.62E+09
1.59E+03,C4,1.022,186,,,3.31E+09
1.59E+03,C4,1.022,187,,,3.09E+09
1.59E+03,C4,1.022,188,,,2.63E+09
1.59E+03,C4,1.022,189,,,3.11E+09
1.59E+03,C4,1.022,190,,,3.19E+09
1.59E+03,C4,1.022,191,,,3.16E+09
1.59E+03,C4,1.022,192,,,2.91E+09
1.59E+03,C4,1.022,193,,,3.00E+09
1.59E+03,C4,1.022,194,,,2.98E+09
1.60E+03,C4,1.022,195,,,3.06E+09
1.60E+03,C4,1.022,196,,,3.12E+09
1.60E+03,C4,1.022,197,,,2.57E+09
1.60E+03,C4,1.022,198,,,2.58E+09
1.60E+03,C4,1.022,199,,,3.12E+09
1.60E+03,C4,1.022,200,,,3.20E+09
1.60E+03,C4,1.111,1,,,3.00E+09
1.60E+03,C4,1.111,2,,,3.22E+09
1.60E+03,C4,1.111,3,,,3.26E+09
1.60E+03,C4,1.111,4,,,3.20E+09
1.61E+03,C4,1.111,5,,,3.25E+09
1.61E+03,C4,1.111,6,,,3.56E+09
1.61E+03,C4,1.111,7,,,2.80E+09
1.61E+03,C4,1.111,8,,,3.18E+09
1.61E+03,C4,1.111,9,,,3.20E+09
1.61E+03,C4,1.111,10,,,2.95E+09
1.61E+03,C4,1.111,11,,,3.54E+09
1.61E+03,C4,1.111,12,,,3.45E+09
1.61E+03,C4,1.111,13,,,2.97E+09
1.61E+03,C4,1.111,14,,,3.18E+09
1.62E+03,C4,1.111,15,,,3.28E+09
1.62E+03,C4,1.111,16,,,3.08E+09
1.62E+03,C4,1.111,17,,,3.16E+09
1.62E+03,C4,1.111,18,,,3.64E+09
1.62E+03,C4,1.111,19,,,3.14E+09
1.62E+03,C4,1.111,20,,,3.10E+09
1.62E+03,C4,1.111,21,,,3.10E+09
1.62E+03,C4,1.111,22,,,3.91E+09
1.62E+03,C4,1.111,23,,,3.17E+09
1.62E+03,C4,1.111,24,,,2.98E+09
1.63E+03,C4,1.111,25,,,3.03E+09
1.63E+03,C4,1.111,26,,,3.67E+09
1.63E+03,C4,1.111,27,,,3.07E+09
1.63E+03,C4,1.111,28,,,2.95E+09
1.63E+03,C4,1.111,29,,,3.07E+09
1.63E+03,C4,1.111,30,,,3.52E+09
1.63E+03,C4,1.111,31,,,3.09E+09
1.63E+03,C4,1.111,32,,,3.41E+09
1.63E+03,C4,1.111,33,,,2.88E+09
1.63E+03,C4,1.111,34,,,2.94E+09
1.64E+03,C4,1.111,35,,,3.36E+09
1.64E+03,C4,1.111,36,,,3.46E+09
1.64E+03,C4,1.111,37,,,3.22E+09
1.64E+03,C4,1.111,38,,,3.28E+09
1.64E+03,C4,1.111,39,,,3.26E+09
1.64E+03,C4,1.111,40,,,3.35E+09
1.64E+03,C4,1.111,41,,,3.27E+09
1.64E+03,C4,1.111,42,,,3.28E+09
1.64E+03,C4,1.111,43,,,3.30E+09
1.64E+03,C4,1.111,44,,,3.38E+09
1.65E+03,C4,1.111,45,,,2.93E+09
1.65E+03,C4,1.111,46,,,2.83E+09
1.65E+03,C4,1.111,47,,,3.39E+09
1.65E+03,C4,1.111,48,,,3.10E+09
1.65E+03,C4,1.111,49,,,3.60E+09
1.65E+03,C4,1.111,50,,,3.29E+09
1.65E+03,C4,1.111,51,,,2.78E+09
1.65E+03,C4,1.111,52,,,3.22E+09
1.65E+03,C4,1.111,53,,,2.96E+09
1.65E+03,C4,1.111,54,,,2.94E+09
1.66E+03,C4,1.111,55,,,3.47E+09
1.66E+03,C4,1.111,56,,,3.17E+09
1.66E+03,C4,1.111,57,,,3.68E+09
1.66E+03,C4,1.111,58,,,2.89E+09
1.66E+03,C4,1.111,59,,,3.36E+09
1.66E+03,C4,1.111,60,,,3.03E+09
1.66E+03,C4,1.111,61,,,3.50E+09
1.66E+03,C4,1.111,62,,,3.25E+09
1.66E+03,C4,1.111,63,,,3.34E+09
1.66E+03,C4,1.111,64,,,3.36E+09
1.67E+03,C4,1.111,65,,,3.26E+09
1.67E+03,C4,1.111,66,,,3.48E+09
1.67E+03,C4,1.111,67,,,3.01E+09
1.67E+03,C4,1.111,68,,,3.56E+09
1.67E+03,C4,1.111,69,,,3.01E+09
1.67E+03,C4,1.111,70,,,3.18E+09
1.67E+03,C4,1.111,71,,,3.23E+09
1.67E+03,C4,1.111,72,,,3.44E+09
1.67E+03,C4,1.111,73,,,2.99E+09
1.67E+03,C4,1.111,74,,,3.12E+09
1.68E+03,C4,1.111,75,,,3.17E+09
1.68E+03,C4,1.111,76,,,3.04E+09
1.68E+03,C4,1.111,77,,,3.19E+09
1.68E+03,C4,1.111,78,,,3.43E+09
1.68E+03,C4,1.111,79,,,2.96E+09
1.68E+03,C4,1.111,80,,,3.32E+09
1.68E+03,C4,1.111,81,,,2.78E+09
1.68E+03,C4,1.111,82,,,2.81E+09
1.68E+03,C4,1.111,83,,,3.42E+09
1.68E+03,C4,1.111,84,,,3.38E+09
1.69E+03,C4,1.111,85,,,3.37E+09
1.69E+03,C4,1.111,86,,,3.34E+09
1.69E+03,C4,1.111,87,,,2.84E+09
1.69E+03,C4,1.111,88,,,3.44E+09
1.69E+03,C4,1.111,89,,,3.34E+09
1.69E+03,C4,1.111,90,,,3.36E+09
1.69E+03,C4,1.111,91,,,2.85E+09
1.69E+03,C4,1.111,92,,,3.37E+09
1.69E+03,C4,1.111,93,,,3.49E+09
1.69E+03,C4,1.111,94,,,2.86E+09
1.70E+03,C4,1.111,95,,,3.31E+09
1.70E+03,C4,1.111,96,,,3.07E+09
1.70E+03,C4,1.111,97,,,3.61E+09
1.70E+03,C4,1.111,98,,,3.07E+09
1.70E+03,C4,1.111,99,,,2.78E+09
1.70E+03,C4,1.111,100,,,3.21E+09
1.70E+03,C4,1.111,101,,,3.13E+09
1.70E+03,C4,1.111,102,,,3.21E+09
1.70E+03,C4,1.111,103,,,3.18E+09
1.70E+03,C4,1.111,104,,,3.13E+09
1.71E+03,C4,1.111,105,,,3.07E+09
1.71E+03,C4,1.111,106,,,3.16E+09
1.71E+03,C4,1.111,107,,,3.04E+09
1.71E+03,C4,1.111,108,,,2.99E+09
1.71E+03,C4,1.111,109,,,3.49E+09
1.71E+03,C4,1.111,110,,,3.05E+09
1.71E+03,C4,1.111,111,,,3.60E+09
1.71E+03,C4,1.111,112,,,3.13E+09
1.71E+03,C4,1.111,113,,,3.12E+09
1.71E+03,C4,1.111,114,,,3.49E+09
1.72E+03,C4,1.111,115,,,3.41E+09
1.72E+03,C4,1.111,116,,,2.97E+09
1.72E+03,C4,1.111,117,,,3.64E+09
1.72E+03,C4,1.111,118,,,3.30E+09
1.72E+03,C4,1.111,119,,,3.16E+09
1.72E+03,C4,1.111,120,,,2.88E+09
1.72E+03,C4,1.111,121,,,2.96E+09
1.72E+03,C4,1.111,122,,,3.30E+09
1.72E+03,C4,1.111,123,,,3.26E+09
1.72E+03,C4,1.111,124,,,3.19E+09
1.73E+03,C4,1.111,125,,,3.07E+09
1.73E+03,C4,1.111,126,,,3.41E+09
1.73E+03,C4,1.111,127,,,3.43E+09
1.73E+03,C4,1.111,128,,,3.12E+09
1.73E+03,C4,1.111,129,,,3.11E+09
1.73E+03,C4,1.111,130,,,3.00E+09
1.73E+03,C4,1.111,131,,,3.20E+09
1.73E+03,C4,1.111,132,,,3.58E+09
1.73E+03,C4,1.111,133,,,3.06E+09
1.73E+03,C4,1.111,134,,,3.65E+09
1.74E+03,C4,1.111,135,,,3.00E+09
1.74E+03,C4,1.111,136,,,3.67E+09
1.74E+03,C4,1.111,137,,,3.05E+09
1.74E+03,C4,1.111,138,,,3.55E+09
1.74E+03,C4,1.111,139,,,3.05E+09
1.74E+03,C4,1.111,140,,,3.12E+09
1.74E+03,C4,1.111,141,,,3.21E+09
1.74E+03,C4,1.111,142,,,3.04E+09
1.74E+03,C4,1.111,143,,,3.19E+09
1.74E+03,C4,1.111,144,,,3.23E+09
1.75E+03,C4,1.111,145,,,3.28E+09
1.75E+03,C4,1.111,146,,,2.87E+09
1.75E+03,C4,1.111,147,,,2.96E+09
1.75E+03,C4,1.111,148,,,3.41E+09
1.75E+03,C4,1.111,149,,,3.43E+09
1.75E+03,C4,1.111,150,,,3.12E+09
1.75E+03,C4,1.111,151,,,3.11E+09
1.75E+03,C4,1.111,152,,,3.57E+09
1.75E+03,C4,1.111,153,,,2.73E+09
1.75E+03,C4,1.111,154,,,3.18E+09
1.76E+03,C4,1.111,155,,,3.17E+09
1.76E+03,C4,1.111,156,,,3.31E+09
1.76E+03,C4,1.111,157,,,3.37E+09
1.76E+03,C4,1.111,158,,,3.07E+09
1.76E+03,C4,1.111,159,,,3.03E+09
1.76E+03,C4,1.111,160,,,3.19E+09
1.76E+03,C4,1.111,161,,,3.19E+09
1.76E+03,C4,1.111,162,,,2.99E+09
1.76E+03,C4,1.111,163,,,3.46E+09
1.76E+03,C4,1.111,164,,,2.99E+09
1.77E+03,C4,1.111,165,,,3.48E+09
1.77E+03,C4,1.111,166,,,3.23E+09
1.77E+03,C4,1.111,167,,,3.29E+09
1.77E+03,C4,1.111,168,,,3.01E+09
1.77E+03,C4,1.111,169,,,3.39E+09
1.77E+03,C4,1.111,170,,,3.21E+09
1.77E+03,C4,1.111,171,,,3.25E+09
1.77E+03,C4,1.111,172,,,3.22E+09
1.77E+03,C4,1.111,173,,,3.22E+09
1.77E+03,C4,1.111,174,,,2.97E+09
1.78E+03,C4,1.111,175,,,3.49E+09
1.78E+03,C4,1.111,176,,,2.74E+09
1.78E+03,C4,1.111,177,,,3.31E+09
1.78E+03,C4,1.111,178,,,3.35E+09
1.78E+03,C4,1.111,179,,,3.32E+09
1.78E+03,C4,1.111,180,,,3.34E+09
1.78E+03,C4,1.111,181,,,2.72E+09
1.78E+03,C4,1.111,182,,,3.39E+09
1.78E+03,C4,1.111,183,,,3.29E+09
1.78E+03,C4,1.111,184,,,3.42E+09
1.79E+03,C4,1.111,185,,,2.87E+09
1.79E+03,C4,1.111,186,,,3.58E+09
1.79E+03,C4,1.111,187,,,3.34E+09
1.79E+03,C4,1.111,188,,,2.88E+09
1.79E+03,C4,1.111,189,,,3.37E+09
1.79E+03,C4,1.111,190,,,3.47E+09
1.79E+03,C4,1.111,191,,,3.39E+09
1.79E+03,C4,1.111,192,,,3.14E+09
1.79E+03,C4,1.111,193,,,3.26E+09
1.79E+03,C4,1.111,194,,,3.24E+09
1.80E+03,C4,1.111,195,,,3.33E+09
1.80E+03,C4,1.111,196,,,3.37E+09
1.80E+03,C4,1.111,197,,,2.81E+09
1.80E+03,C4,1.111,198,,,2.84E+09
1.80E+03,C4,1.111,199,,,3.38E+09
1.80E+03,C4,1.111,200,,,3.46E+09
1.80E+03,C4,1.2,1,,,3.16E+09
1.80E+03,C4,1.2,2,,,3.37E+09
1.80E+03,C4,1.2,3,,,3.44E+09
1.80E+03,C4,1.2,4,,,3.34E+09
1.81E+03,C4,1.2,5,,,3.43E+09
1.81E+03,C4,1.2,6,,,3.70E+09
1.81E+03,C4,1.2,7,,,2.94E+09
1.81E+03,C4,1.2,8,,,3.32E+09
1.81E+03,C4,1.2,9,,,3.38E+09
1.81E+03,C4,1.2,10,,,3.13E+09
1.81E+03,C4,1.2,11,,,3.70E+09
1.81E+03,C4,1.2,12,,,3.59E+09
1.81E+03,C4,1.2,13,,,3.14E+09
1.81E+03,C4,1.2,14,,,3.33E+09
1.82E+03,C4,1.2,15,,,3.46E+09
1.82E+03,C4,1.2,16,,,3.23E+09
1.82E+03,C4,1.2,17,,,3.32E+09
1.82E+03,C4,1.2,18,,,3.78E+09
1.82E+03,C4,1.2,19,,,3.30E+09
1.82E+03,C4,1.2,20,,,3.26E+09
1.82E+03,C4,1.2,21,,,3.25E+09
1.82E+03,C4,1.2,22,,,4.08E+09
1.82E+03,C4,1.2,23,,,3.33E+09
1.82E+03,C4,1.2,24,,,3.18E+09
1.83E+03,C4,1.2,25,,,3.18E+09
1.83E+03,C4,1.2,26,,,3.83E+09
1.83E+03,C4,1.2,27,,,3.23E+09
1.83E+03,C4,1.2,28,,,3.10E+09
1.83E+03,C4,1.2,29,,,3.23E+09
1.83E+03,C4,1.2,30,,,3.67E+09
1.83E+03,C4,1.2,31,,,3.25E+09
1.83E+03,C4,1.2,32,,,3.57E+09
1.83E+03,C4,1.2,33,,,3.07E+09
1.83E+03,C4,1.2,34,,,3.10E+09
1.84E+03,C4,1.2,35,,,3.50E+09
1.84E+03,C4,1.2,36,,,3.64E+09
1.84E+03,C4,1.2,37,,,3.36E+09
1.84E+03,C4,1.2,38,,,3.45E+09
1.84E+03,C4,1.2,39,,,3.41E+09
1.84E+03,C4,1.2,40,,,3.52E+09
1.84E+03,C4,1.2,41,,,3.44E+09
1.84E+03,C4,1.2,42,,,3.44E+09
1.84E+03,C4,1.2,43,,,3.44E+09
1.84E+03,C4,1.2,44,,,3.54E+09
1.85E+03,C4,1.2,45,,,3.11E+09
1.85E+03,C4,1.2,46,,,2.99E+09
1.85E+03,C4,1.2,47,,,3.52E+09
1.85E+03,C4,1.2,48,,,3.27E+09
1.85E+03,C4,1.2,49,,,3.76E+09
1.85E+03,C4,1.2,50,,,3.45E+09
1.85E+03,C4,1.2,51,,,2.94E+09
1.85E+03,C4,1.2,52,,,3.39E+09
1.85E+03,C4,1.2,53,,,3.09E+09
1.85E+03,C4,1.2,54,,,3.09E+09
1.86E+03,C4,1.2,55,,,3.63E+09
1.86E+03,C4,1.2,56,,,3.33E+09
1.86E+03,C4,1.2,57,,,3.84E+09
1.86E+03,C4,1.2,58,,,3.05E+09
1.86E+03,C4,1.2,59,,,3.52E+09
1.86E+03,C4,1.2,60,,,3.21E+09
1.86E+03,C4,1.2,61,,,3.66E+09
1.86E+03,C4,1.2,62,,,3.41E+09
1.86E+03,C4,1.2,63,,,3.47E+09
1.86E+03,C4,1.2,64,,,3.54E+09
1.87E+03,C4,1.2,65,,,3.42E+09
1.87E+03,C4,1.2,66,,,3.65E+09
1.87E+03,C4,1.2,67,,,3.16E+09
1.87E+03,C4,1.2,68,,,3.72E+09
1.87E+03,C4,1.2,69,,,3.17E+09
1.87E+03,C4,1.2,70,,,3.30E+09
1.87E+03,C4,1.2,71,,,3.39E+09
1.87E+03,C4,1.2,72,,,3.60E+09
1.87E+03,C4,1.2,73,,,3.15E+09
1.87E+03,C4,1.2,74,,,3.27E+09
1.88E+03,C4,1.2,75,,,3.34E+09
1.88E+03,C4,1.2,76,,,3.23E+09
1.88E+03,C4,1.2,77,,,3.35E+09
1.88E+03,C4,1.2,78,,,3.59E+09
1.88E+03,C4,1.2,79,,,3.11E+09
1.88E+03,C4,1.2,80,,,3.46E+09
1.88E+03,C4,1.2,81,,,2.93E+09
1.88E+03,C4,1.2,82,,,2.99E+09
1.88E+03,C4,1.2,83,,,3.59E+09
1.88E+03,C4,1.2,84,,,3.53E+09
1.89E+03,C4,1.2,85,,,3.53E+09
1.89E+03,C4,1.2,86,,,3.49E+09
1.89E+03,C4,1.2,87,,,3.01E+09
1.89E+03,C4,1.2,88,,,3.58E+09
1.89E+03,C4,1.2,89,,,3.50E+09
1.89E+03,C4,1.2,90,,,3.51E+09
1.89E+03,C4,1.2,91,,,3.02E+09
1.89E+03,C4,1.2,92,,,3.51E+09
1.89E+03,C4,1.2,93,,,3.67E+09
1.89E+03,C4,1.2,94,,,3.02E+09
1.90E+03,C4,1.2,95,,,3.45E+09
1.90E+03,C4,1.2,96,,,3.23E+09
1.90E+03,C4,1.2,97,,,3.75E+09
1.90E+03,C4,1.2,98,,,3.25E+09
1.90E+03,C4,1.2,99,,,2.92E+09
1.90E+03,C4,1.2,100,,,3.36E+09
1.90E+03,C4,1.2,101,,,3.28E+09
1.90E+03,C4,1.2,102,,,3.37E+09
1.90E+03,C4,1.2,103,,,3.36E+09
1.90E+03,C4,1.2,104,,,3.29E+09
1.91E+03,C4,1.2,105,,,3.21E+09
1.91E+03,C4,1.2,106,,,3.32E+09
1.91E+03,C4,1.2,107,,,3.22E+09
1.91E+03,C4,1.2,108,,,3.15E+09
1.91E+03,C4,1.2,109,,,3.64E+09
1.91E+03,C4,1.2,110,,,3.23E+09
1.91E+03,C4,1.2,111,,,3.76E+09
1.91E+03,C4,1.2,112,,,3.31E+09
1.91E+03,C4,1.2,113,,,3.26E+09
1.91E+03,C4,1.2,114,,,3.67E+09
1.92E+03,C4,1.2,115,,,3.57E+09
1.92E+03,C4,1.2,116,,,3.12E+09
1.92E+03,C4,1.2,117,,,3.78E+09
1.92E+03,C4,1.2,118,,,3.47E+09
1.92E+03,C4,1.2,119,,,3.30E+09
1.92E+03,C4,1.2,120,,,3.02E+09
1.92E+03,C4,1.2,121,,,3.14E+09
1.92E+03,C4,1.2,122,,,3.47E+09
1.92E+03,C4,1.2,123,,,3.42E+09
1.92E+03,C4,1.2,124,,,3.36E+09
1.93E+03,C4,1.2,125,,,3.21E+09
1.93E+03,C4,1.2,126,,,3.58E+09
1.93E+03,C4,1.2,127,,,3.58E+09
1.93E+03,C4,1.2,128,,,3.30E+09
1.93E+03,C4,1.2,129,,,3.25E+09
1.93E+03,C4,1.2,130,,,3.14E+09
1.93E+03,C4,1.2,131,,,3.37E+09
1.93E+03,C4,1.2,132,,,3.73E+09
1.93E+03,C4,1.2,133,,,3.23E+09
1.93E+03,C4,1.2,134,,,3.80E+09
1.94E+03,C4,1.2,135,,,3.14E+09
1.94E+03,C4,1.2,136,,,3.83E+09
1.94E+03,C4,1.2,137,,,3.23E+09
1.94E+03,C4,1.2,138,,,3.70E+09
1.94E+03,C4,1.2,139,,,3.19E+09
1.94E+03,C4,1.2,140,,,3.30E+09
1.94E+03,C4,1.2,141,,,3.38E+09
1.94E+03,C4,1.2,142,,,3.18E+09
1.94E+03,C4,1.2,143,,,3.36E+09
1.94E+03,C4,1.2,144,,,3.38E+09
1.95E+03,C4,1.2,145,,,3.45E+09
1.95E+03,C4,1.2,146,,,3.05E+09
1.95E+03,C4,1.2,147,,,3.11E+09
1.95E+03,C4,1.2,148,,,3.57E+09
1.95E+03,C4,1.2,149,,,3.60E+09
1.95E+03,C4,1.2,150,,,3.28E+09
1.95E+03,C4,1.2,151,,,3.28E+09
1.95E+03,C4,1.2,152,,,3.73E+09
1.95E+03,C4,1.2,153,,,2.88E+09
1.95E+03,C4,1.2,154,,,3.34E+09
1.96E+03,C4,1.2,155,,,3.34E+09
1.96E+03,C4,1.2,156,,,3.46E+09
1.96E+03,C4,1.2,157,,,3.54E+09
1.96E+03,C4,1.2,158,,,3.24E+09
1.96E+03,C4,1.2,159,,,3.18E+09
1.96E+03,C4,1.2,160,,,3.34E+09
1.96E+03,C4,1.2,161,,,3.33E+09
1.96E+03,C4,1.2,162,,,3.16E+09
1.96E+03,C4,1.2,163,,,3.61E+09
1.96E+03,C4,1.2,164,,,3.15E+09
1.97E+03,C4,1.2,165,,,3.65E+09
1.97E+03,C4,1.2,166,,,3.38E+09
1.97E+03,C4,1.2,167,,,3.48E+09
1.97E+03,C4,1.2,168,,,3.17E+09
1.97E+03,C4,1.2,169,,,3.53E+09
1.97E+03,C4,1.2,170,,,3.36E+09
1.97E+03,C4,1.2,171,,,3.37E+09
1.97E+03,C4,1.2,172,,,3.38E+09
1.97E+03,C4,1.2,173,,,3.37E+09
1.97E+03,C4,1.2,174,,,3.14E+09
1.98E+03,C4,1.2,175,,,3.64E+09
1.98E+03,C4,1.2,176,,,2.89E+09
1.98E+03,C4,1.2,177,,,3.46E+09
1.98E+03,C4,1.2,178,,,3.52E+09
1.98E+03,C4,1.2,179,,,3.46E+09
1.98E+03,C4,1.2,180,,,3.51E+09
1.98E+03,C4,1.2,181,,,2.90E+09
1.98E+03,C4,1.2,182,,,3.56E+09
1.98E+03,C4,1.2,183,,,3.44E+09
1.98E+03,C4,1.2,184,,,3.59E+09
1.99E+03,C4,1.2,185,,,3.04E+09
1.99E+03,C4,1.2,186,,,3.75E+09
1.99E+03,C4,1.2,187,,,3.49E+09
1.99E+03,C4,1.2,188,,,3.06E+09
1.99E+03,C4,1.2,189,,,3.52E+09
1.99E+03,C4,1.2,190,,,3.63E+09
1.99E+03,C4,1.2,191,,,3.53E+09
1.99E+03,C4,1.2,192,,,3.27E+09
1.99E+03,C4,1.2,193,,,3.43E+09
1.99E+03,C4,1.2,194,,,3.40E+09
2.00E+03,C4,1.2,195,,,3.51E+09
2.00E+03,C4,1.2,196,,,3.53E+09
2.00E+03,C4,1.2,197,,,2.96E+09
2.00E+03,C4,1.2,198,,,3.03E+09
2.00E+03,C4,1.2,199,,,3.54E+09
2.00E+03,C4,1.2,200,,,3.62E+09
